Metagenome,MAG_ID,BGC_ID,class,Predicted product,TPM,Domain,Phylum,Class,Order,Family,Genus,Species
M24,Aegir_M24_B95,CEPJKJNM_7.region001,RiPP,RRE-containing,188.4827014,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
M24,Aegir_M24_B97,FINALPNG_23.region001,RiPP,RiPP-like,98.13188934,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_12.region001,RiPP,RRE-containing,51.62032298,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_1.region001,Terpene,Terpene generic,51.35892274,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_30.region001,Other,hserlactone,34.38354847,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B97,FINALPNG_6.region001,Polyketide,T1PKS,23.85429436,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M24,Aegir_M24_B98,PCFAOBBO_341.region001,Other,hserlactone,108.2408155,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
M24,Aegir_M24_B99,FNLHKMGP_242.region001,RiPP,RiPP-like,42.78878428,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M24,Aegir_M24_B99,FNLHKMGP_101.region001,RiPP,redox-cofactor,32.0592237,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
M25,Aegir_M25_B10,DBCOEKGD_3.region001,RiPP,RRE-containing,142.758353,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP23,
M25,Aegir_M25_B103,ICIFODNN_180.region001,RiPP,RiPP-like,3988.80169,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
M25,Aegir_M25_B106,HFKNKOGN_92.region001,RiPP,RiPP-like,5999.796761,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M25,Aegir_M25_B106,HFKNKOGN_78.region001,Terpene,Terpene generic,315.2546355,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
M25,Aegir_M25_B109,PGHPAOFP_62.region001,RiPP,RiPP-like,1159.884374,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVIT01,
M25,Aegir_M25_B12,ODBLGFJF_200.region001,Polyketide,T3PKS,86.21229139,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,S143-5,
M25,Aegir_M25_B122,OPOHHODP_78.region001,Other,betalactone,753.8349294,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M25,Aegir_M25_B124,MNFECHNJ_169.region001,NRP,NRP generic,557.3912434,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B124,MNFECHNJ_15.region001,RiPP,RRE-containing,449.4301788,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B124,MNFECHNJ_54.region001,Hybrid,NRPS:T1PKS,144.1123469,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B125,EBNFPCOF_137.region001,Hybrid,NRPS:betalactone,1058.775367,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_49.region001,Terpene,Terpene generic,890.4757939,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_200.region001,Other,hydrogen-cyanide,472.3918948,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_143.region001,Polyketide,T3PKS,296.116644,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B125,EBNFPCOF_5.region001,Hybrid,lassopeptide:RRE-containing,134.2980846,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,
M25,Aegir_M25_B13,IMNOPJAD_32.region001,Other,nucleoside,290.3451067,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B13,IMNOPJAD_45.region001,Terpene,Terpene generic,288.7724673,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B13,IMNOPJAD_18.region001,NRP,NRPS-like,136.1574022,Bacteria,Myxococcota,UBA796,UBA796,,,
M25,Aegir_M25_B131,LMAEHAIC_71.region001,RiPP,RiPP-like,630.8692255,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B131,LMAEHAIC_52.region001,RiPP,RRE-containing,300.3307861,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B131,LMAEHAIC_7.region001,NRP,NRPS-like,218.5313576,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,
M25,Aegir_M25_B132,PAAOCNBG_31.region001,RiPP,RiPP-like,340.0354771,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,WAOK01,
M25,Aegir_M25_B134,FMDDOPJB_47.region001,RiPP,RiPP-like,1823.520588,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B134,FMDDOPJB_82.region001,Other,phosphonate,1449.509687,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B136,CDPKENHP_13.region001,RiPP,redox-cofactor,273.7868426,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN39,
M25,Aegir_M25_B138,FLOJAPCK_2.region001,Terpene,Terpene generic,2184.161758,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B138,FLOJAPCK_8.region001,Other,acyl_amino_acids,1202.392624,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B138,FLOJAPCK_15.region001,Terpene,Terpene generic,1019.275487,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,
M25,Aegir_M25_B14,ENDLLHIJ_41.region001,Terpene,Terpene generic,4633.749328,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_194.region001,Hybrid,NRPS:T1PKS,1229.967009,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_101.region001,Terpene,Terpene generic,1121.985254,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B14,ENDLLHIJ_137.region001,NRP,NRPS-like,743.9160488,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,
M25,Aegir_M25_B142,ACGGOOMM_52.region001,NRP,NRP generic,304.9876615,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
M25,Aegir_M25_B144,BIHIBKCH_113.region001,Polyketide,T1PKS,1113.123622,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M25,Aegir_M25_B144,BIHIBKCH_38.region001,RiPP,thiopeptide,588.4773546,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M25,Aegir_M25_B146,ELPKCMEI_16.region001,RiPP,RiPP-like,3760.429462,Archaea,Nanobdellota,Nanobdellia,Nanobdellales,,,
M25,Aegir_M25_B157,DBICPAKL_73.region001,Hybrid,NRPS-like:RiPP-like,490.5600806,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,,
M25,Aegir_M25_B16,EOJPKJHJ_143.region001,RiPP,RRE-containing,150.1208842,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,
M25,Aegir_M25_B164,KPHMFJIM_11.region001,Other,hserlactone,149.9505112,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitrosophilus_A,
M25,Aegir_M25_B171,JBCKNOCK_1.region001,Terpene,Terpene generic,1651.085037,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
M25,Aegir_M25_B18,HGPHKBJF_38.region001,RiPP,RiPP-like,1635.13428,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,EX4484-204,
M25,Aegir_M25_B184,ECIDCPJL_15.region001,RiPP,RRE-containing,299.7974705,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Fervidicoccaceae,,
M25,Aegir_M25_B187,JGCCPAEM_109.region001,RiPP,RRE-containing,550.7742744,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAMOVQ01,
M25,Aegir_M25_B187,JGCCPAEM_70.region001,RiPP,RRE-containing,509.967622,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAMOVQ01,
M25,Aegir_M25_B191,DOFINDKD_55.region001,RiPP,redox-cofactor,5664.300204,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M25,Aegir_M25_B191,DOFINDKD_97.region001,Other,arylpolyene,4306.216607,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
M25,Aegir_M25_B195,EJAAFDIG_104.region001,RiPP,RiPP-like,559.443494,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,QNYQ01,
M25,Aegir_M25_B198,AFNHJEFG_35.region001,Hybrid,NRPS-like:RRE-containing,781.6847199,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JAADDV01,
M25,Aegir_M25_B198,AFNHJEFG_24.region001,RiPP,RiPP-like,560.9926268,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JAADDV01,
M25,Aegir_M25_B199,BNINIGFF_141.region001,Other,betalactone,577.5723766,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,Sulfidibacterium,
M25,Aegir_M25_B199,BNINIGFF_83.region001,RiPP,RRE-containing,299.6644374,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,Sulfidibacterium,
M25,Aegir_M25_B21,MCNDNIFN_87.region001,RiPP,RRE-containing,955.9286125,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
M25,Aegir_M25_B21,MCNDNIFN_143.region001,RiPP,RRE-containing,437.9760841,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
M25,Aegir_M25_B213,IPAOHKCN_127.region001,Other,arylpolyene,4238.666849,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,Thiohalophilaceae,JALSSV01,
M25,Aegir_M25_B215,DBLJEKIA_31.region001,Terpene,Terpene generic,5509.450775,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,
M25,Aegir_M25_B216,NDPGLPLK_31.region001,RiPP,RRE-containing,597.9138336,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B216,NDPGLPLK_30.region001,Other,betalactone,560.1309399,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B216,NDPGLPLK_23.region001,RiPP,RRE-containing,449.8959326,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
M25,Aegir_M25_B221,HDNFIEHE_2.region001,RiPP,RiPP-like,750.530269,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JALVZP01,,
M25,Aegir_M25_B222,IJDCOELN_81.region001,RiPP,RiPP-like,2510.892282,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAML01,
M25,Aegir_M25_B225,IPPMKPGL_94.region001,Other,betalactone,298.7805584,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
M25,Aegir_M25_B228,MMMPPMMI_72.region001,RiPP,RiPP-like,2891.433929,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,Calypsonella,
M25,Aegir_M25_B229,NDFDGGDH_119.region001,RiPP,RiPP-like,291.4170559,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B229,NDFDGGDH_7.region001,Hybrid,NRPS:T1PKS,58.74932693,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B231,GCMBIIMM_62.region001,RiPP,RiPP-like,1031.445756,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B231,GCMBIIMM_9.region001,RiPP,RiPP-like,863.9366195,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B231,GCMBIIMM_7.region001,Other,acyl_amino_acids,630.121728,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator_A,
M25,Aegir_M25_B232,BDOMIJBA_152.region001,RiPP,RiPP-like,279.5673468,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
M25,Aegir_M25_B239,IEDIOMHP_43.region001,Polyketide,T3PKS,4483.874286,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_55.region001,Polyketide,T1PKS,654.9911758,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_5.region001,Polyketide,T1PKS,596.0024043,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_114.region001,NRP,NRPS-like,548.1613801,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_9.region001,Other,betalactone,275.6202551,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B239,IEDIOMHP_46.region001,Polyketide,T1PKS,131.873679,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
M25,Aegir_M25_B245,MJIPPEME_8.region001,NRP,NRPS-like,2646.85684,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,JALSSE01,
M25,Aegir_M25_B25,DLIGJPKI_19.region001,RiPP,RRE-containing,2098.271791,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,JACXUG01,
M25,Aegir_M25_B254,DFDIHNMG_541.region001,RiPP,RRE-containing,337.0560181,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
M25,Aegir_M25_B34,FHCMHAMK_203.region001,Hybrid,PUFA:T1PKS,132.9991273,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,S016-13,
M25,Aegir_M25_B35,MMCIJMOE_28.region001,RiPP,redox-cofactor,3644.854044,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
M25,Aegir_M25_B36,KIPJBGOE_56.region001,RiPP,RRE-containing,1687.168407,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,
M25,Aegir_M25_B38,KCLEFMIG_28.region001,NRP,NRPS-like,438.3551474,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
M25,Aegir_M25_B38,KCLEFMIG_34.region001,Hybrid,arylpolyene:resorcinol,125.7483318,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
M25,Aegir_M25_B50,ADKCALKC_6.region001,RiPP,RRE-containing,4390.200895,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B50,ADKCALKC_20.region001,Other,hserlactone,1127.047988,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B50,ADKCALKC_31.region001,RiPP,RiPP-like,635.0882047,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,MONJU,
M25,Aegir_M25_B55,CMAAFGAB_51.region001,Terpene,Terpene generic,1343.540669,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B55,CMAAFGAB_32.region001,NRP,NRPS-like,271.2735792,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M25,Aegir_M25_B56,NICDANKK_56.region001,Hybrid,NRPS:T1PKS,477.7201115,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,
M25,Aegir_M25_B6,HLLDGPEO_16.region001,RiPP,RRE-containing,649.4757553,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
M25,Aegir_M25_B6,HLLDGPEO_60.region001,RiPP,thiopeptide,249.0490952,Bacteria,Campylobacterota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,
M25,Aegir_M25_B63,ECEBLJCB_19.region001,RiPP,RiPP-like,4682.429983,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrolobus,
M25,Aegir_M25_B64,NPKIOIOJ_12.region001,NRP,NRPS-like,2308.412689,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Persephonella_A,
M25,Aegir_M25_B65,AJPDMLKK_206.region001,RiPP,redox-cofactor,13325.05804,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B65,AJPDMLKK_334.region001,RiPP,RiPP-like,3623.48616,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,QPIN01 sp026988195
M25,Aegir_M25_B73,FLFHMAHC_121.region001,RiPP,RiPP-like,1495.704225,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,Desulfothermus,
M25,Aegir_M25_B77,IHGNANKF_24.region001,RiPP,RiPP-like,887.7876305,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,CAIJNA01,
M25,Aegir_M25_B78,EAGGALCG_43.region001,RiPP,RRE-containing,598.4436903,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B78,EAGGALCG_7.region001,Hybrid,arylpolyene:Terpene,589.261858,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B78,EAGGALCG_30.region001,RiPP,ranthipeptide,233.7792953,Bacteria,Acidobacteriota,Polarisedimenticolia,J045,J045,JAMOQA01,
M25,Aegir_M25_B79,DGAMHEBP_111.region001,NRP,NRPS-like,142.4672211,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,,
M25,Aegir_M25_B81,NAMCIKMA_46.region001,RiPP,RRE-containing,150.1431353,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,
M25,Aegir_M25_B83,MENCFBOC_561.region001,Other,phosphonate,671.7279088,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,,
M25,Aegir_M25_B83,MENCFBOC_252.region001,Terpene,Terpene generic,471.5855151,Bacteria,Myxococcota,UBA9042,PHBI01,JAAZYN01,,
M25,Aegir_M25_B84,HDCNPNCJ_12.region001,Terpene,Terpene generic,927.7941806,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,
M25,Aegir_M25_B84,HDCNPNCJ_14.region001,Other,betalactone,653.4860965,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Aestuariivirgaceae,Thermopetrobacter,
M25,Aegir_M25_B87,DKBJNFLL_178.region001,Polyketide,T3PKS,2383.35029,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_141.region001,Polyketide,hglE-KS,1962.319515,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_154.region001,Terpene,Terpene generic,1016.062257,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B87,DKBJNFLL_109.region001,Other,arylpolyene,452.9076432,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JALVDI01,
M25,Aegir_M25_B88,PNKOKCJG_2.region001,RiPP,RiPP-like,595.9790271,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,,,
M25,Aegir_M25_B93,CNKJHFHF_10.region001,Polyketide,T3PKS,251.1208456,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B93,CNKJHFHF_8.region001,Hybrid,RiPP-redox-cofactor:thioamitides:thiopeptide,212.6738792,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B93,CNKJHFHF_72.region001,NRP,NRPS-like,81.76331313,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,JALSRW01,
M25,Aegir_M25_B95,DNIJFPOO_10.region001,RiPP,RiPP-like,560.2169894,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
M25,Aegir_M25_B98,MHGIKJMM_48.region001,RiPP,RiPP-like,1121.364229,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M25,Aegir_M25_B98,MHGIKJMM_76.region001,Other,hserlactone,594.463431,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
M36,Aegir_M36_B1,KLDNEJDF_28.region001,RiPP,RiPP-like,616.951097,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
M36,Aegir_M36_B1,KLDNEJDF_34.region001,Other,hserlactone,487.0077855,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Cycloclasticaceae,Cycloclasticus,
M36,Aegir_M36_B10,DFGJMDKL_248.region001,Other,hydrogen-cyanide,954.8574848,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Salinivirgaceae,,
M36,Aegir_M36_B13,IKNLIDBL_3.region001,Polyketide,T1PKS,757.7760837,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B13,IKNLIDBL_119.region001,RiPP,RiPP-like,594.8546732,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B13,IKNLIDBL_46.region001,RiPP,RiPP-like,345.3771184,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,
M36,Aegir_M36_B15,LAPKCFCO_69.region001,RiPP,ranthipeptide,378.3529536,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B15,LAPKCFCO_118.region001,RiPP,RRE-containing,264.1614622,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B15,LAPKCFCO_24.region001,Other,hydrogen-cyanide,253.8754231,Bacteria,Myxococcota,Polyangia,HGW-17,HGW-17,,
M36,Aegir_M36_B2,NDAJAKLO_9.region001,Other,betalactone,778.4116157,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_97.region001,Polyketide,hglE-KS,499.1461789,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_137.region001,NRP,NRP generic,445.0601558,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_217.region001,RiPP,RiPP-like,321.6857966,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_47.region001,Polyketide,hglE-KS,228.4913359,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_144.region001,Polyketide,T1PKS,203.908201,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B2,NDAJAKLO_163.region001,Other,hydrogen-cyanide,130.7435692,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,
M36,Aegir_M36_B21,KFOBHDBC_645.region001,RiPP,sactipeptide,1916.527594,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,
M36,Aegir_M36_B23,KFHHGAEL_190.region001,Terpene,Terpene generic,171.5416545,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B24,DHGLLEPI_55.region001,Other,arylpolyene,2578.481835,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
M36,Aegir_M36_B3,IJGCPAEO_63.region001,Other,arylpolyene,586.0981577,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,4572-112,
M36,Aegir_M36_B33,HDDLGHFE_4.region001,Terpene,Terpene generic,6752.52654,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B33,HDDLGHFE_85.region001,RiPP,RiPP-like,3564.168172,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
M36,Aegir_M36_B34,CHHKDDGB_45.region001,RiPP,RiPP-like,926.9595138,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
M36,Aegir_M36_B34,CHHKDDGB_23.region001,Other,betalactone,814.2729626,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
M36,Aegir_M36_B34,CHHKDDGB_6.region001,RiPP,RiPP-like,750.504324,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
M36,Aegir_M36_B34,CHHKDDGB_15.region001,Polyketide,hglE-KS,713.7559699,Bacteria,Myxococcota,UBA796,UBA796,CAJQPC01,CAJQPC01,
