Metagenome,MAG,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species,complete annotation
M24,Aegir_M24_B77,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__SZUA-451;s__
M24,Aegir_M24_B78,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halieaceae,JBALVT01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__JBALVT01;s__
M24,Aegir_M24_B79,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,Robiginitomaculum_A sp024278915,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__Robiginitomaculum_A sp024278915
M24,Aegir_M24_B8,4,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;s__
M24,Aegir_M24_B80,4,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,DRKF01,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Poriferisodalaceae;g__DRKF01;s__
M24,Aegir_M24_B81,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__
M24,Aegir_M24_B82,0,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,0,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
M24,Aegir_M24_B83,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__JANTGR01;s__
M24,Aegir_M24_B84,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M24,Aegir_M24_B85,2,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAJRVT01;s__
M24,Aegir_M24_B86,15,Bacteria,Planctomycetota,JADGBV01,JADGBV01,JADGBV01,0,0,d__Bacteria;p__Planctomycetota;c__JADGBV01;o__JADGBV01;f__JADGBV01;g__;s__
M24,Aegir_M24_B87,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M24,Aegir_M24_B88,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutimonas;s__
M24,Aegir_M24_B89,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__Thiolapillus;s__
M24,Aegir_M24_B9,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thiomicrospiraceae;g__Thiomicrorhabdus;s__
M24,Aegir_M24_B90,6,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,Thiohalophilaceae,SZUA-37,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__SZUA-37;s__
M24,Aegir_M24_B91,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,BB2,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__BB2;s__
M24,Aegir_M24_B92,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,PHOS-HE28,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__;s__
M24,Aegir_M24_B93,3,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__S010-25;s__
M24,Aegir_M24_B94,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Azotimanducaceae,JAHRVQ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae;g__JAHRVQ01;s__
M24,Aegir_M24_B95,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M24,Aegir_M24_B96,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,JAGLBW01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__JAGLBW01;s__
M24,Aegir_M24_B97,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__UBA3077;s__
M24,Aegir_M24_B98,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAEUB01;s__
M24,Aegir_M24_B99,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NVQY01;s__
M25,Aegir_M25_B1,2,Bacteria,Pseudomonadota,Alphaproteobacteria,JAGPBS01,0,0,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__JAGPBS01;f__;g__;s__
M25,Aegir_M25_B10,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NORP23,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__NORP23;s__
M25,Aegir_M25_B100,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,QNZC01,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__QNZC01;s__
M25,Aegir_M25_B101,1,Bacteria,WOR-3,Hydrothermia,B15-G9,WFZT01,WFZT01,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__B15-G9;f__WFZT01;g__WFZT01;s__
M25,Aegir_M25_B102,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,JALSJK01,JALSJK01 sp026989395,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__JALSJK01;s__JALSJK01 sp026989395
M25,Aegir_M25_B103,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAAEUB01;s__
M25,Aegir_M25_B104,1,Bacteria,WOR-3,Hydrothermia,UBA1063,CAJXJZ01,CAJXJZ01,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__UBA1063;f__CAJXJZ01;g__CAJXJZ01;s__
M25,Aegir_M25_B105,2,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Aggregatilineaceae,JALSSH01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Aggregatilineaceae;g__JALSSH01;s__
M25,Aegir_M25_B106,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
M25,Aegir_M25_B107,0,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,JAOZFG01,JAOZFG01 sp027491435,d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__JAOZFG01;s__JAOZFG01 sp027491435
M25,Aegir_M25_B108,5,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__J113;f__J113;g__J113;s__
M25,Aegir_M25_B109,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,JALVIT01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__JALVIT01;s__
M25,Aegir_M25_B11,2,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Poriferisodalaceae,DRKF01,0,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Poriferisodalaceae;g__DRKF01;s__
M25,Aegir_M25_B110,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_A;s__
M25,Aegir_M25_B111,0,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,0,0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__;s__
M25,Aegir_M25_B112,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,JdFR-41,0,d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__JdFR-41;s__
M25,Aegir_M25_B113,2,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Hydrogenivirga,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Aquificaceae;g__Hydrogenivirga;s__
M25,Aegir_M25_B114,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Robiginitomaculum_A;s__
M25,Aegir_M25_B115,1,Bacteria,Acidobacteriota,Holophagae,Thermotomaculales,Thermotomaculaceae,Thermotomaculum,0,d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Thermotomaculales;f__Thermotomaculaceae;g__Thermotomaculum;s__
M25,Aegir_M25_B116,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__
M25,Aegir_M25_B117,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,WANQ01,JALWGO01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WANQ01;g__JALWGO01;s__
M25,Aegir_M25_B118,0,Bacteria,Patescibacteriota,WWE3,2-01-FULL-39-13,2-01-FULL-39-13,0,0,d__Bacteria;p__Patescibacteriota;c__WWE3;o__2-01-FULL-39-13;f__2-01-FULL-39-13;g__;s__
M25,Aegir_M25_B119,0,Archaea,Iainarchaeota,Iainarchaeia,JAADDC01,JAADDC01,0,0,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__;s__
M25,Aegir_M25_B12,2,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,S143-5,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__UBA2385;g__S143-5;s__
M25,Aegir_M25_B120,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,0,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__Bilamarchaeaceae;g__;s__
M25,Aegir_M25_B121,2,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,S140-46,S140-46,0,d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__S140-46;g__S140-46;s__
M25,Aegir_M25_B122,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylothermaceae;g__Methylohalobius;s__
M25,Aegir_M25_B123,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,WAON01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__WAON01;s__
M25,Aegir_M25_B124,3,Bacteria,Chloroflexota,Anaerolineae,J102,J102,M2005,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__J102;f__J102;g__M2005;s__
M25,Aegir_M25_B125,6,Bacteria,Chloroflexota,Anaerolineae,4572-78,J111,J111,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__J111;g__J111;s__
M25,Aegir_M25_B126,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,0,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__S143-33;g__;s__
M25,Aegir_M25_B127,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia sp913056305,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__Ralstonia sp913056305
M25,Aegir_M25_B128,1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,0,0,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__;s__
M25,Aegir_M25_B129,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M25,Aegir_M25_B13,7,Bacteria,Myxococcota,UBA796,UBA796,0,0,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__;g__;s__
M25,Aegir_M25_B130,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Salibacteraceae;g__CAJXZP01;s__
M25,Aegir_M25_B131,4,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M25,Aegir_M25_B132,1,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,NBVN01,WAOK01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__WAOK01;s__
M25,Aegir_M25_B133,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,CAJJDF01,CAJJDF01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__CAJJDF01;g__CAJJDF01;s__
M25,Aegir_M25_B134,3,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__
M25,Aegir_M25_B135,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,0,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__;g__;s__
M25,Aegir_M25_B136,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN39,0,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__HRBIN39;s__
M25,Aegir_M25_B137,1,Bacteria,DRYD01,DRYD01,0,0,0,0,d__Bacteria;p__DRYD01;c__DRYD01;o__;f__;g__;s__
M25,Aegir_M25_B138,3,Bacteria,Pseudomonadota,Gammaproteobacteria,S140-43,S140-43,S140-43,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__S140-43;f__S140-43;g__S140-43;s__
M25,Aegir_M25_B139,2,Bacteria,Pseudomonadota,Gammaproteobacteria,J048,J048,0,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__J048;f__J048;g__;s__
M25,Aegir_M25_B14,6,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,JAUXCJ01,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Beggiatoales;f__Beggiatoaceae;g__JAUXCJ01;s__
M25,Aegir_M25_B140,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,BB10,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__BB10;s__
M25,Aegir_M25_B141,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Acidilobaceae,0,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Acidilobaceae;g__;s__
M25,Aegir_M25_B142,1,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__4572-78;g__JANTHQ01;s__
M25,Aegir_M25_B143,0,Archaea,Asgardarchaeota,Njordarchaeia,Njordarchaeales,JAHKLH01,JAHKLH01,0,d__Archaea;p__Asgardarchaeota;c__Njordarchaeia;o__Njordarchaeales;f__JAHKLH01;g__JAHKLH01;s__
M25,Aegir_M25_B144,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Cocleimonas;s__
M25,Aegir_M25_B145,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,0,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Hydrogenimonadaceae;g__;s__
M25,Aegir_M25_B146,1,Archaea,Nanobdellota,Nanobdellia,Nanobdellales,0,0,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Nanobdellales;f__;g__;s__
M25,Aegir_M25_B147,2,Archaea,Korarchaeota,Korarchaeia,Korarchaeales,Korarchaeaceae,DRBY01,DRBY01 sp027491415,d__Archaea;p__Korarchaeota;c__Korarchaeia;o__Korarchaeales;f__Korarchaeaceae;g__DRBY01;s__DRBY01 sp027491415
M25,Aegir_M25_B148,0,Bacteria,DYJV01,DYJV01,DYJV01,JALVYZ01,JALVYZ01,0,d__Bacteria;p__DYJV01;c__DYJV01;o__DYJV01;f__JALVYZ01;g__JALVYZ01;s__
M25,Aegir_M25_B149,0,Archaea,Nanobdellota,Nanobdellia,Nanobdellales,Nanobdellaceae,0,0,d__Archaea;p__Nanobdellota;c__Nanobdellia;o__Nanobdellales;f__Nanobdellaceae;g__;s__
M25,Aegir_M25_B15,8,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,0,0,d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__
M25,Aegir_M25_B150,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,UBA852,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__UBA852;s__
M25,Aegir_M25_B151,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Pyrofollis,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrofollis;s__
M25,Aegir_M25_B152,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,0,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__;s__
M25,Aegir_M25_B153,6,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,0,0,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__
M25,Aegir_M25_B154,3,Bacteria,Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,ChocPot-Mid,0,d__Bacteria;p__Bacteroidota_A;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA2268;g__ChocPot-Mid;s__
M25,Aegir_M25_B155,2,Bacteria,WOR-3,Hydrothermia,JBDRYB01,JBDRYB01,0,0,d__Bacteria;p__WOR-3;c__Hydrothermia;o__JBDRYB01;f__JBDRYB01;g__;s__
M25,Aegir_M25_B156,0,Bacteria,Atribacterota,JALVIU01,JALVIU01,JALVIU01,JALVIU01,0,d__Bacteria;p__Atribacterota;c__JALVIU01;o__JALVIU01;f__JALVIU01;g__JALVIU01;s__
M25,Aegir_M25_B157,2,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfothermaceae,0,0,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfothermaceae;g__;s__
M25,Aegir_M25_B158,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,DUEP01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DUEP01;s__
M25,Aegir_M25_B159,0,Bacteria,Thermotogota,Thermotogae,Thermotogales,Thermotogaceae,0,0,d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__;s__
M25,Aegir_M25_B16,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JALTDM01,JALTDM01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__JALTDM01;g__JALTDM01;s__
M25,Aegir_M25_B160,0,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Pyrodictiaceae,Hyperthermus,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Hyperthermus;s__
M25,Aegir_M25_B161,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,0,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA1924;g__UBA1924;s__
M25,Aegir_M25_B162,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,DRMV01,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__DRMV01;s__
M25,Aegir_M25_B163,1,Bacteria,Aquificota,Aquificia,Aquificales,Hydrogenothermaceae,Hydrogenothermus,0,d__Bacteria;p__Aquificota;c__Aquificia;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus;s__
M25,Aegir_M25_B164,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitrosophilus_A,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitrosophilus_A;s__
M25,Aegir_M25_B165,5,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0,d__Bacteria;p__Bacteroidota_A;c__Ignavibacteria;o__Ignavibacteriales;f__Melioribacteraceae;g__GCA-2746605;s__
M25,Aegir_M25_B166,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,S139-71,0,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__DRMV01;g__S139-71;s__
M25,Aegir_M25_B167,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,SZUA-545,JAOXRY01,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__SZUA-545;g__JAOXRY01;s__
M25,Aegir_M25_B168,0,Bacteria,JALSQH01,JALSQH01,0,0,0,0,d__Bacteria;p__JALSQH01;c__JALSQH01;o__;f__;g__;s__
M25,Aegir_M25_B169,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-51;s__
M25,Aegir_M25_B17,2,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,JALVZP01,0,0,d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__JALVZP01;g__;s__
M25,Aegir_M25_B170,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__S010-17;s__
M25,Aegir_M25_B171,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methyloprofundus;s__Methyloprofundus sp900128525
M25,Aegir_M25_B172,1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NBLH01,NBLH01,0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__NBLH01;g__NBLH01;s__
M25,Aegir_M25_B173,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
M25,Aegir_M25_B174,2,Bacteria,Myxococcota,SURF-8,0,0,0,0,d__Bacteria;p__Myxococcota;c__SURF-8;o__;f__;g__;s__
M25,Aegir_M25_B175,0,Bacteria,DYJV01,DYJV01,DYJV01,JALVYZ01,JALVYZ01,0,d__Bacteria;p__DYJV01;c__DYJV01;o__DYJV01;f__JALVYZ01;g__JALVYZ01;s__
M25,Aegir_M25_B176,0,Archaea,Thermoplasmatota,Thermoplasmata,WALJ01,WALJ01,WALJ01,0,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__WALJ01;f__WALJ01;g__WALJ01;s__
M25,Aegir_M25_B177,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,0,0,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Anstonellales;f__J096;g__;s__
M25,Aegir_M25_B178,2,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,WAQK01,JALWQH01,0,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__WAQK01;g__JALWQH01;s__
