Metagenome,MAG,BGC,class,Predicted product,Length (kb),Number of genes,Domain,Phylum,Class,Order,Family,Genus,Species
M24,Aegir_M24_B19,FPDLEAHF_55.region001,Other,acyl_amino_acids,2.52,2,Bacteria,Bdellovibrionota,Bacteriovoracia,Bacteriovoracales,Bacteriovoracaceae,0,0
M24,Aegir_M24_B2,AGHCKNLD_294.region001,NRP,NRPS-like,23.52,18,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_341.region001,Other,arylpolyene,2.85,3,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_356.region001,Terpene,Terpene generic,15.07,15,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_385.region001,Terpene,Terpene generic,19.65,17,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_390.region001,Hybrid,T3PKS:RiPP-like,10.05,11,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_436.region001,Polyketide,T1PKS,13.1,8,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_454.region001,Other,arylpolyene,17.19,15,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_459.region001,NRP,NRPS-like,10.41,7,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B2,AGHCKNLD_664.region001,Terpene,Terpene generic,14.8,8,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JBCCRV01,0
M24,Aegir_M24_B20,LNMAEBHA_185.region001,Other,arylpolyene,3.99,5,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B20,LNMAEBHA_220.region001,Terpene,Terpene generic,2.91,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B20,LNMAEBHA_336.region001,Other,arylpolyene,8.22,9,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B20,LNMAEBHA_188.region001,Other,arylpolyene,5.32,8,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B21,LHGLAGHD_14.region001,Polyketide,T3PKS,24.03,27,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_19.region001,Terpene,Terpene generic,3.56,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_27.region001,Other,hserlactone,20.62,19,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_31.region001,Terpene,Terpene generic,17.28,15,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_31.region002,RiPP,thioamitides,22.55,23,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_58.region001,RiPP,RiPP-like,10.9,7,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B22,BBBCDLJB_1055.region001,Terpene,Terpene generic,5.15,6,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_1223.region001,NRP,NRPS-like,2.71,2,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_1301.region001,Terpene,Terpene generic,12.38,12,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_243.region001,NRP,NRPS-like,3.72,4,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_989.region001,RiPP,RiPP-like,4.01,3,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B23,EKPCADKE_145.region001,RiPP,RiPP-like,10.86,12,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp024280735
M24,Aegir_M24_B23,EKPCADKE_53.region001,Hybrid,NRPS-like:T1PKS,52.12,37,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp024280735
M24,Aegir_M24_B24,FPPHCGEG_1.region001,RiPP,RiPP-like,10.89,8,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B24,FPPHCGEG_7.region001,RiPP,RiPP-like,10.88,10,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B24,FPPHCGEG_7.region002,Terpene,Terpene generic,25.06,21,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_105.region001,RiPP,RiPP-like,6.64,5,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_4.region001,Terpene,Terpene generic,17.68,17,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_85.region001,NRP,NRPS-like,5.81,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_110.region001,RiPP,RiPP-like,10.13,9,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B26,BLIMOGOC_29.region001,Hybrid,arylpolyene:resorcinol,38.45,37,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M24,Aegir_M24_B26,BLIMOGOC_49.region001,RiPP,RRE-containing,20.25,18,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M24,Aegir_M24_B27,MGMOCMNP_146.region001,Polyketide,T1PKS,7.65,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B27,MGMOCMNP_205.region001,Polyketide,T1PKS,12.49,4,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B27,MGMOCMNP_243.region001,NRP,CDPS,4.57,5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B28,HMICOCJM_92.region001,Terpene,Terpene generic,14.39,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_34.region001,Other,hydrogen-cyanide,7.16,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_151.region001,RiPP,RiPP-like,10.85,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_48.region001,Other,hserlactone,20.2,24,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_14.region001,Other,hserlactone,11.9,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_39.region001,Other,arylpolyene,7.56,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_86.region001,RiPP,redox-cofactor,17.38,21,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B29,IMEAMOFF_101.region001,RiPP,RiPP-like,10.93,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B29,IMEAMOFF_58.region001,RiPP,RiPP-like,11.74,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B29,IMEAMOFF_76.region001,Terpene,Terpene generic,20.9,21,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B3,CKOFCMJB_197.region001,RiPP,RRE-containing,5.88,8,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_220.region001,Terpene,Terpene generic,18.64,14,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_305.region001,Polyketide,T1PKS,4.5,1,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_441.region001,Other,arylpolyene,16.11,16,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_781.region001,RiPP,RiPP-like,2.83,3,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_840.region001,Other,phosphonate,7.65,5,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B31,LKIEJCHL_188.region001,NRP,NRP generic,6.63,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_352.region001,NRP,NRPS-like,18.97,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_469.region001,NRP,NRPS-like,4.87,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_511.region001,Other,arylpolyene,11.2,10,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_180.region001,Other,resorcinol,4.83,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_517.region001,NRP,NRP generic,34.6,26,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B32,CGGEEMNC_101.region001,RiPP,RRE-containing,19.9,15,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B32,CGGEEMNC_595.region001,Terpene,Terpene generic,10.92,9,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B32,CGGEEMNC_285.region001,RiPP,sactipeptide,16.77,13,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B34,OINKMAKN_30.region001,Terpene,Terpene generic,20.84,21,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,0
M24,Aegir_M24_B35,OAFPEDIB_21.region001,RiPP,RiPP-like,6.85,9,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0
M24,Aegir_M24_B35,OAFPEDIB_67.region001,RiPP,RiPP-like,10.85,11,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0
M24,Aegir_M24_B36,CFEKOEEO_18.region001,RiPP,RiPP-like,10.86,6,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_200.region001,Other,betalactone,18.38,16,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_225.region001,Polyketide,T3PKS,11.11,9,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_299.region001,Hybrid,hglE-KS:T1PKS,21.46,10,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_38.region001,Other,arylpolyene,34.53,33,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_49.region001,Other,arylpolyene,15.5,8,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_84.region001,Other,acyl_amino_acids,28.55,12,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B37,FGBPHCAI_36.region001,RiPP,RRE-containing,15.67,10,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M24,Aegir_M24_B37,FGBPHCAI_85.region001,Hybrid,NRPS:T1PKS,38.16,17,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M24,Aegir_M24_B38,BMKALGPG_1284.region001,RiPP,ranthipeptide,8.63,8,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_263.region001,Other,arylpolyene,2.04,3,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_376.region001,RiPP,RiPP-like,4.15,5,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_386.region001,Terpene,Terpene generic,2.69,3,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_966.region001,Other,arylpolyene,2.47,4,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B39,PINHJFLC_1053.region001,Other,acyl_amino_acids,3.18,2,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_1183.region001,Other,hserlactone,3.93,3,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_264.region001,Other,arylpolyene,3.6,4,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_32.region001,Other,acyl_amino_acids,2.88,2,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_725.region001,Other,acyl_amino_acids,3.17,4,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_738.region001,Polyketide,T1PKS,10.84,3,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_821.region001,Other,arylpolyene,5.07,6,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_128.region001,Other,acyl_amino_acids,2.01,2,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B4,EAPIMLMG_20.region001,RiPP,RRE-containing,10.49,19,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
M24,Aegir_M24_B4,EAPIMLMG_60.region001,RiPP,RiPP-like,5.7,7,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
M24,Aegir_M24_B40,ADFKEOCB_5.region001,Other,arylpolyene,4.35,6,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,JAHDFW01,JAHDFW01,0
M24,Aegir_M24_B41,AOLGDHFD_58.region001,RiPP,RRE-containing,6.23,6,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0
M24,Aegir_M24_B42,BCGFPKJE_21.region001,Polyketide,T1PKS,47.55,34,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_30.region001,NRP,NRP generic,44.78,30,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_33.region001,Hybrid,hserlactone:RiPP-redox-cofactor,42.22,33,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_42.region001,Terpene,Terpene generic,20.82,16,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_44.region001,RiPP,lassopeptide,19.44,16,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_47.region001,Other,hydrogen-cyanide,17.65,16,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B43,NJFLMENO_160.region001,NRP,NRPS-like,5.48,4,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M24,Aegir_M24_B43,NJFLMENO_88.region001,RiPP,RiPP-like,6.48,8,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M24,Aegir_M24_B44,LIEFECIJ_14.region001,RiPP,RiPP-like,10.85,11,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_31.region001,NRP,NRP generic,43.83,36,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_5.region001,Other,ectoine,10.39,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_66.region001,Other,arylpolyene,37.27,35,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_32.region001,RiPP,redox-cofactor,22.12,24,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_65.region001,Terpene,Terpene generic,16.67,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B45,DPHDEEHI_103.region001,Polyketide,hglE-KS,34.87,23,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_146.region001,Other,arylpolyene,44.2,39,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_174.region001,RiPP,RRE-containing,14.81,12,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_191.region001,NRP,NRPS-like,36.11,27,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_35.region001,NRP,NRPS-like,29.03,20,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_44.region001,Hybrid,NRPS-like:hglE-KS,33.41,26,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_70.region001,Polyketide,hglE-KS,34.19,20,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_71.region001,RiPP,RiPP-like,10.67,11,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_74.region001,Polyketide,hglE-KS,18.03,5,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_89.region001,RiPP,RiPP-like,10.71,10,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_9.region001,Polyketide,T1PKS,22.88,14,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B46,GPNBCOBB_313.region001,Terpene,Terpene generic,4.47,2,Bacteria,Bacteroidota_A,Kapaibacteriia,Kapaibacteriales,UBA2268,0,0
M24,Aegir_M24_B49,MHNLAKHI_127.region001,RiPP,RiPP-like,6.81,6,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_132.region001,RiPP,RiPP-like,7.99,11,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_243.region001,NRP,NRP generic,4.46,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_259.region001,Terpene,Terpene generic,14.83,15,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_266.region001,RiPP,RiPP-like,5.26,6,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B5,HPFIMPEI_97.region001,RiPP,RiPP-like,10.85,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_152.region001,RiPP,redox-cofactor,22.13,22,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_24.region001,Other,hydrogen-cyanide,12.8,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_13.region001,RiPP,RiPP-like,6.71,8,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_6.region001,Terpene,Terpene generic,17.45,14,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_63.region001,NRP,NRP generic,36.45,23,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_130.region001,Other,arylpolyene,29.76,26,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_152.region002,RiPP,RiPP-like,11.61,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B50,ICBNPDEL_21.region001,Other,acyl_amino_acids,4.18,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M24,Aegir_M24_B50,ICBNPDEL_84.region001,RiPP,RiPP-like,2.73,3,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M24,Aegir_M24_B51,CLBBIEOL_10.region001,Other,acyl_amino_acids,20.12,18,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B51,CLBBIEOL_167.region001,Polyketide,T1PKS,31.94,17,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B51,CLBBIEOL_78.region001,RiPP,RiPP-like,4.81,5,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B52,JLMBNEBE_3.region001,Other,PUFA,9.64,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B52,JLMBNEBE_91.region001,Other,hserlactone,18.69,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B52,JLMBNEBE_99.region001,RiPP,RiPP-like,11.73,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B53,GFACKNHO_178.region001,RiPP,RRE-containing,13.96,10,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_114.region001,NRP,NRPS-like,8.26,4,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_126.region001,Hybrid,NRPS:NRPS-like,67.98,19,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_13.region001,Terpene,Terpene generic,21.7,12,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_163.region001,Hybrid,NRPS:T1PKS,14.91,3,Bacteria,Bacteroidota_A,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B54,DONGBMFP_1052.region001,RiPP,microviridin,11.54,7,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1148.region001,Polyketide,T3PKS,4.75,5,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1227.region001,NRP,NRPS-like,3.34,3,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1254.region001,NRP,NRPS-like,2.85,1,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
