genome_ID,BGC counts,Domain,Phylum,Class,Order,Family,Genus,Species
Barite_M33_B53,2,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Schleiferiaceae,JAOARK01,
Barite_M33_B54,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Barite_M33_B55,3,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,JAGQZY01,JAGQZY01,
Barite_M33_B56,3,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Barite_M33_B57,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Barite_M33_B58,11,Bacteria,Myxococcota,Bradymonadia,UBA4248,,,
Barite_M33_B59,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,GCA-2402195,
Barite_M33_B6,9,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Barite_M33_B60,1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Algisphaera,
Barite_M33_B61,5,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Barite_M33_B62,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Emcibacteraceae,Paremcibacter,
Barite_M33_B63,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B64,4,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Pelagisphaera,
Barite_M33_B65,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
Barite_M33_B66,3,Bacteria,Hydrogenedentota,Hydrogenedentia,Hydrogenedentiales,GCA-2746185,DTSJ01,
Barite_M33_B67,2,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA1280,UBA2136,,
Barite_M33_B68,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Barite_M33_B69,12,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,Arenicella sp016763815
Barite_M33_B7,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,
Barite_M33_B70,3,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,
Barite_M33_B71,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Barite_M33_B72,3,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,SMXR01,CAKZLM01,
Barite_M33_B73,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,OSC116,OCS116,
Barite_M33_B74,3,Bacteria,Bacteroidota,Bacteroidia,J057,JADKCL01,,
Barite_M33_B75,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,,
Barite_M33_B76,1,Bacteria,Verrucomicrobiota,Kiritimatiellia,SS1-B-03-39,,,
Barite_M33_B77,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B78,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,
Barite_M33_B79,3,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,JAMLIO01,JALZUR01,
Barite_M33_B8,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1850,
Barite_M33_B80,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Barite_M33_B81,0,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,OLB19,
Barite_M33_B82,4,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,Cryomorpha,
Barite_M33_B83,2,Archaea,Halobacteriota,Syntropharchaeia,Alkanophagales,Methanospirareceae,QMVO01,QMVO01 sp025464645
Barite_M33_B84,2,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Barite_M33_B85,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
Barite_M33_B86,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1664,
Barite_M33_B87,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-36,
Barite_M33_B88,5,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,
Barite_M33_B89,107,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,JABSOG01,
Barite_M33_B9,4,Bacteria,Desulfobacterota,Dissulfuribacteria,Dissulfuribacterales,UBA3076,UBA3076,
Barite_M33_B90,1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,,
Barite_M33_B91,1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanogasteraceae,Methanogaster,
Barite_M33_B92,5,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Barite_M33_B93,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudohongiellaceae,UBA9145,
Barite_M33_B94,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Maricaulaceae,Robiginitomaculum_A,
Barite_M33_B95,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1850,
Barite_M33_B96,1,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA1280,UBA2136,,
Barite_M33_B97,16,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Barite_M33_B98,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,
Barite_M33_B99,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,,
SevenSisters_M42_B1,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,
SevenSisters_M42_B10,5,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,,
SevenSisters_M42_B100,2,Bacteria,WOR-3,Hydrothermia,LBFQ01,DSFT01,,
SevenSisters_M42_B101,1,Bacteria,Bdellovibrionota,UBA2361,JANWWW01,,,
SevenSisters_M42_B102,2,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,,
SevenSisters_M42_B103,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,
SevenSisters_M42_B104,0,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,GCA-2747515,,
SevenSisters_M42_B105,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,J085,
SevenSisters_M42_B106,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN39,
SevenSisters_M42_B107,3,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,TK06,DRKF01,
SevenSisters_M42_B108,0,Bacteria,Deinococcota,Deinococci,Deinococcales,Marinithermaceae,WFXV01,
SevenSisters_M42_B109,3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,S012-138,S012-138,
SevenSisters_M42_B11,2,Bacteria,Pseudomonadota,Gammaproteobacteria,UBA6429,UBA6429,,
SevenSisters_M42_B110,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,J091,J091,
SevenSisters_M42_B111,2,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,,
SevenSisters_M42_B112,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,J096,
SevenSisters_M42_B113,1,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,J042,
SevenSisters_M42_B114,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,J096,
SevenSisters_M42_B115,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAAEUB01,
SevenSisters_M42_B116,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,,
SevenSisters_M42_B117,2,Bacteria,Bacteroidota,Bacteroidia,JACPRZ01,JACPRZ01,,
SevenSisters_M42_B118,3,Bacteria,Bacillota_A,Clostridia,Acetivibrionales_A,,,
SevenSisters_M42_B119,0,Bacteria,4484-113,4484-113,,,,
SevenSisters_M42_B12,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,,
SevenSisters_M42_B120,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,WAKO01,
SevenSisters_M42_B121,3,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Thermonema,Thermonema rossianum
SevenSisters_M42_B122,5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,,
SevenSisters_M42_B123,0,Bacteria,Patescibacteria,Microgenomatia,JAADGY01,JAADGY01,JAJRVN01,
SevenSisters_M42_B124,3,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,S141-50,,
SevenSisters_M42_B125,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
SevenSisters_M42_B126,1,Bacteria,Myxococcota,UBA796,UBA796,UBA2385,J125,
SevenSisters_M42_B127,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
SevenSisters_M42_B128,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,J119,UBA12088,
SevenSisters_M42_B129,3,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,S144-45,
SevenSisters_M42_B13,4,Bacteria,Myxococcota,UBA796,UBA796,,,
SevenSisters_M42_B130,2,Bacteria,Actinomycetota,Acidimicrobiia,UBA5794,ZC4RG35,S012-128,
SevenSisters_M42_B131,1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
SevenSisters_M42_B132,0,Archaea,Nanoarchaeota,Nanoarchaeia,Pacearchaeales,GW2011-AR1,JAGVXH01,
SevenSisters_M42_B133,2,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,,
SevenSisters_M42_B134,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,WFPA01,
SevenSisters_M42_B135,8,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,J032,
SevenSisters_M42_B136,6,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,UBA8639,J017,
SevenSisters_M42_B137,6,Bacteria,CSSED10-310,JACPHN01,JACPHN01,,,
SevenSisters_M42_B138,0,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,
SevenSisters_M42_B139,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,J119,WFWH01,
SevenSisters_M42_B14,2,Bacteria,Chloroflexota,Anaerolineae,Ardenticatenales,Ardenticatenaceae,WFWG01,
SevenSisters_M42_B140,4,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,,,
SevenSisters_M42_B141,0,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,RBG-16-55-9,S012-72,
SevenSisters_M42_B142,1,Bacteria,Patescibacteria,Dojkabacteria,B142,JAFGMG01,,
SevenSisters_M42_B143,0,Bacteria,Patescibacteria,ABY1,CAIXNZ01,JADLGS01,,
SevenSisters_M42_B144,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Rhodothalassiaceae,J084,
SevenSisters_M42_B145,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,JAADED01,,
SevenSisters_M42_B146,0,Bacteria,Omnitrophota,Koll11,Zapsychrales,JANLHA01,JAKLFA01,
SevenSisters_M42_B147,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
SevenSisters_M42_B148,1,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S139-92,
SevenSisters_M42_B149,1,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-140,SZUA-140,S012-109,
SevenSisters_M42_B15,2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,WFYJ01,
SevenSisters_M42_B150,3,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,
SevenSisters_M42_B151,2,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,HRBIN40,
SevenSisters_M42_B152,0,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,JAADEI01,,
SevenSisters_M42_B153,0,Archaea,Aenigmatarchaeota,Aenigmatarchaeia,GW2011-AR5,,,
SevenSisters_M42_B154,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
SevenSisters_M42_B155,1,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,S144-5,
SevenSisters_M42_B156,0,Bacteria,Patescibacteria,WWE3,2-01-FULL-39-13,JAACPI01,,
SevenSisters_M42_B157,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,WAPJ01,WAPJ01,
SevenSisters_M42_B158,7,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
SevenSisters_M42_B159,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,J119,,
SevenSisters_M42_B16,2,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,S012-25,,
SevenSisters_M42_B17,0,Bacteria,Patescibacteria,Andersenbacteria,UBA10190,UBA10190,,
SevenSisters_M42_B18,1,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptonemataceae,JAGRNA01,
SevenSisters_M42_B19,0,Bacteria,Patescibacteria,Dojkabacteria,GCA-002793355,GCA-002793355,,
SevenSisters_M42_B2,1,Bacteria,Chloroflexota,Anaerolineae,Promineofilales,Promineofilaceae,JAJRTP01,
SevenSisters_M42_B20,0,Archaea,Iainarchaeota,Iainarchaeia,0-14-0-20-30-16,0-14-0-20-30-16,,
SevenSisters_M42_B21,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,S012-47,S012-47,
SevenSisters_M42_B22,3,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,,
SevenSisters_M42_B23,2,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,,
SevenSisters_M42_B24,3,Bacteria,Pseudomonadota,Alphaproteobacteria,JAAXGF01,JAAXGF01,,
SevenSisters_M42_B25,2,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,,
SevenSisters_M42_B26,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CAJQLB01,
SevenSisters_M42_B27,5,Bacteria,Pseudomonadota,Gammaproteobacteria,JADZEE01,JADZEE01,,
SevenSisters_M42_B28,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,,
SevenSisters_M42_B29,4,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
SevenSisters_M42_B3,2,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,
SevenSisters_M42_B30,1,Bacteria,Pseudomonadota,Alphaproteobacteria,G023898725,,,
SevenSisters_M42_B31,5,Bacteria,Chloroflexota,Anaerolineae,J102,J102,JAADII01,
SevenSisters_M42_B32,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,
SevenSisters_M42_B33,7,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,ISCAR-4553,Rhodocaloribacter,
SevenSisters_M42_B34,4,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,S144-5,
SevenSisters_M42_B35,2,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,
SevenSisters_M42_B36,2,Bacteria,OLB16,OLB16,OLB16,OLB16,,
SevenSisters_M42_B37,0,Bacteria,Chloroflexota,Anaerolineae,JAADDB01,JAADDB01,JAADDB01,
SevenSisters_M42_B38,2,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
SevenSisters_M42_B39,0,Bacteria,Patescibacteria,Microgenomatia,JAADGY01,JAADGY01,JAADGY01,
SevenSisters_M42_B4,4,Bacteria,Myxococcota,UBA796,UBA796,GCA-2862545,,
SevenSisters_M42_B40,3,Bacteria,Myxococcota,UBA9042,JABWCM01,,,
SevenSisters_M42_B41,4,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,CAJXWO01,
SevenSisters_M42_B42,2,Bacteria,Pseudomonadota,Gammaproteobacteria,J048,J048,J048,
SevenSisters_M42_B43,4,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
SevenSisters_M42_B44,3,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,JAADDZ01,
SevenSisters_M42_B45,1,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,DRMV01,
SevenSisters_M42_B46,3,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,,,
SevenSisters_M42_B47,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,UBA852,
SevenSisters_M42_B48,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Thermopetrobacteraceae,Thermopetrobacter,
SevenSisters_M42_B49,5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,S141-3,
SevenSisters_M42_B5,2,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Aquifex,
SevenSisters_M42_B50,2,Bacteria,Bacteroidota,Rhodothermia,,,,
SevenSisters_M42_B51,7,Bacteria,WOR-3,Hydrothermia,LBFQ01,LBFQ01,JAADCS01,
SevenSisters_M42_B52,5,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,,
SevenSisters_M42_B53,6,Bacteria,Bacteroidota,Bacteroidia,UBA10329,UBA10329,UBA10329,
SevenSisters_M42_B54,1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,S146-42,
SevenSisters_M42_B55,5,Bacteria,Pseudomonadota,Gammaproteobacteria,JAJDOJ01,JAJDOJ01,,
SevenSisters_M42_B56,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,JAGLOS01,,
SevenSisters_M42_B57,1,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,S141-50,,
SevenSisters_M42_B58,2,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,,
SevenSisters_M42_B59,0,Bacteria,Bacteroidota,Bacteroidia,SpSt-205,JAADEI01,JAADEI01,
SevenSisters_M42_B6,3,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,
SevenSisters_M42_B60,1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,HTCC2089,,
SevenSisters_M42_B61,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRMV01,JAADEN01,
SevenSisters_M42_B62,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA1539,,
SevenSisters_M42_B63,4,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,
SevenSisters_M42_B64,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA918,OLB19,
SevenSisters_M42_B65,4,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,S010-25,
SevenSisters_M42_B66,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,WAKO01,
SevenSisters_M42_B67,3,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Mariniblastus,
SevenSisters_M42_B68,5,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,S141-3,
SevenSisters_M42_B69,1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NORP312,,
SevenSisters_M42_B7,7,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,J032,J032 sp003696955
SevenSisters_M42_B70,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,JAADDL01,,
SevenSisters_M42_B71,1,Bacteria,J088,J088,J088,,,
SevenSisters_M42_B72,3,Bacteria,Poribacteria,WGA-4E,GCA-2687025,GCA-2687025,,
SevenSisters_M42_B73,7,Bacteria,Myxococcota,Polyangia,Polyangiales,SG8-38,JAHDCI01,
SevenSisters_M42_B74,1,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,,
SevenSisters_M42_B75,1,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,,
SevenSisters_M42_B76,3,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosocaldaceae,Nitrosothermus,
SevenSisters_M42_B77,5,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
SevenSisters_M42_B78,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Meinhardsimonia,
SevenSisters_M42_B79,2,Bacteria,J088,J088,J088,J088,J088,
SevenSisters_M42_B8,2,Bacteria,Aquificota,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,
SevenSisters_M42_B80,2,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
SevenSisters_M42_B81,1,Bacteria,Pseudomonadota,Alphaproteobacteria,Geminicoccales,Geminicoccaceae,,
SevenSisters_M42_B82,2,Bacteria,KSB1,UBA2214,DRLW01,DRLW01,WFVT01,
SevenSisters_M42_B83,6,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,WGBF01,
SevenSisters_M42_B85,2,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,DRKV01,DRKV01,
SevenSisters_M42_B86,1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,REEL01,,
SevenSisters_M42_B87,2,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,
SevenSisters_M42_B88,1,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,QNZC01,
SevenSisters_M42_B89,2,Bacteria,Myxococcota,UBA9042,JABWCM01,,,
SevenSisters_M42_B9,3,Bacteria,Planctomycetota,Planctomycetia,,,,
SevenSisters_M42_B90,1,Bacteria,Planctomycetota,Phycisphaerae,UBA1845,,,
SevenSisters_M42_B91,0,Bacteria,WOR-3,Hydrothermia,S141-80,S141-80,S141-80,
SevenSisters_M42_B92,2,Bacteria,Calditrichota,Calditrichia,RBG-13-44-9,J042,,
SevenSisters_M42_B93,0,Bacteria,Patescibacteria,Paceibacteria,Moranbacterales,GCA-2747515,,
SevenSisters_M42_B94,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,J096,JAADEL01,
SevenSisters_M42_B95,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,GCA-2732755,
SevenSisters_M42_B96,0,Bacteria,Patescibacteria,ABY1,S139-126,S139-126,S139-126,
SevenSisters_M42_B97,4,Bacteria,Planctomycetota,B15-G4,B15-G4,JADJEK01,,
SevenSisters_M42_B98,0,Archaea,Micrarchaeota,Micrarchaeia,Anstonellales,Bilamarchaeaceae,,
SevenSisters_M42_B99,1,Bacteria,Myxococcota_A,UBA9160,UBA9160,JAFDET01,,
Averages,2.600877193,,,,,,,
Total,2965,,,,,,,
