source,target,source_metagenome,target_metagenome
BGC0000212,BGC0000212,MIBiG,MIBiG
BGC0000213,BGC0000213,MIBiG,MIBiG
BGC0000214,BGC0000214,MIBiG,MIBiG
BGC0000215,BGC0000215,MIBiG,MIBiG
BGC0000216,BGC0000216,MIBiG,MIBiG
BGC0000217,BGC0000217,MIBiG,MIBiG
BGC0000218,BGC0000218,MIBiG,MIBiG
BGC0000219,BGC0000219,MIBiG,MIBiG
BGC0000220,BGC0000220,MIBiG,MIBiG
BGC0000221,BGC0000221,MIBiG,MIBiG
BGC0000222,BGC0000222,MIBiG,MIBiG
BGC0000223,BGC0000223,MIBiG,MIBiG
BGC0000224,BGC0000224,MIBiG,MIBiG
BGC0000225,BGC0000225,MIBiG,MIBiG
BGC0000226,BGC0000226,MIBiG,MIBiG
BGC0000227,BGC0000227,MIBiG,MIBiG
BGC0000229,BGC0000229,MIBiG,MIBiG
BGC0000230,BGC0000230,MIBiG,MIBiG
BGC0000231,BGC0000231,MIBiG,MIBiG
BGC0000232,BGC0000232,MIBiG,MIBiG
BGC0000233,BGC0000233,MIBiG,MIBiG
BGC0000234,BGC0000234,MIBiG,MIBiG
BGC0000235,BGC0000235,MIBiG,MIBiG
BGC0000236,BGC0000236,MIBiG,MIBiG
BGC0000237,BGC0000237,MIBiG,MIBiG
BGC0000238,BGC0000238,MIBiG,MIBiG
BGC0000239,BGC0000239,MIBiG,MIBiG
BGC0000240,BGC0000240,MIBiG,MIBiG
BGC0000241,BGC0000241,MIBiG,MIBiG
BGC0000242,BGC0000242,MIBiG,MIBiG
BGC0000243,BGC0000243,MIBiG,MIBiG
BGC0000244,BGC0000244,MIBiG,MIBiG
BGC0000245,BGC0000245,MIBiG,MIBiG
BGC0000247,BGC0000247,MIBiG,MIBiG
BGC0000248,BGC0000248,MIBiG,MIBiG
BGC0000249,BGC0000249,MIBiG,MIBiG
BGC0000252,BGC0000252,MIBiG,MIBiG
BGC0000253,BGC0000253,MIBiG,MIBiG
BGC0000254,BGC0000254,MIBiG,MIBiG
BGC0000255,BGC0000255,MIBiG,MIBiG
BGC0000256,BGC0000256,MIBiG,MIBiG
BGC0000257,BGC0000257,MIBiG,MIBiG
BGC0000258,BGC0000258,MIBiG,MIBiG
BGC0000259,BGC0000259,MIBiG,MIBiG
BGC0000260,BGC0000260,MIBiG,MIBiG
BGC0000261,BGC0000261,MIBiG,MIBiG
BGC0000262,BGC0000262,MIBiG,MIBiG
BGC0000263,BGC0000263,MIBiG,MIBiG
BGC0000264,BGC0000264,MIBiG,MIBiG
BGC0000265,BGC0000265,MIBiG,MIBiG
BGC0000266,BGC0000266,MIBiG,MIBiG
BGC0000267,BGC0000267,MIBiG,MIBiG
BGC0000268,BGC0000268,MIBiG,MIBiG
BGC0000269,BGC0000269,MIBiG,MIBiG
BGC0000270,BGC0000270,MIBiG,MIBiG
BGC0000271,BGC0000271,MIBiG,MIBiG
BGC0000272,BGC0000272,MIBiG,MIBiG
BGC0000273,BGC0000273,MIBiG,MIBiG
BGC0000274,BGC0000274,MIBiG,MIBiG
BGC0000275,BGC0000275,MIBiG,MIBiG
BGC0000277,BGC0000277,MIBiG,MIBiG
BGC0000278,BGC0000278,MIBiG,MIBiG
BGC0000279,BGC0000279,MIBiG,MIBiG
BGC0000280,BGC0000280,MIBiG,MIBiG
BGC0000281,BGC0000281,MIBiG,MIBiG
BGC0000282,BGC0000282,MIBiG,MIBiG
BGC0000283,BGC0000283,MIBiG,MIBiG
BGC0000284,BGC0000284,MIBiG,MIBiG
BGC0000285,BGC0000285,MIBiG,MIBiG
BGC0000286,BGC0000286,MIBiG,MIBiG
BGC0000287,BGC0000287,MIBiG,MIBiG
BGC0000288,BGC0000288,MIBiG,MIBiG
BGC0000289,BGC0000289,MIBiG,MIBiG
BGC0000290,BGC0000290,MIBiG,MIBiG
BGC0000291,BGC0000291,MIBiG,MIBiG
BGC0000292,BGC0000292,MIBiG,MIBiG
BGC0000293,BGC0000293,MIBiG,MIBiG
BGC0000294,BGC0000294,MIBiG,MIBiG
BGC0000295,BGC0000295,MIBiG,MIBiG
BGC0000296,BGC0000296,MIBiG,MIBiG
BGC0000297,BGC0000297,MIBiG,MIBiG
BGC0000298,BGC0000298,MIBiG,MIBiG
BGC0000300,BGC0000300,MIBiG,MIBiG
BGC0000301,BGC0000301,MIBiG,MIBiG
BGC0000302,BGC0000302,MIBiG,MIBiG
BGC0000303,BGC0000303,MIBiG,MIBiG
BGC0000304,BGC0000304,MIBiG,MIBiG
BGC0000305,BGC0001509,MIBiG,MIBiG
BGC0000305,BGC0001980,MIBiG,MIBiG
BGC0000305,BGC0002092,MIBiG,MIBiG
BGC0000306,BGC0000306,MIBiG,MIBiG
BGC0000307,BGC0000307,MIBiG,MIBiG
BGC0000308,BGC0000308,MIBiG,MIBiG
BGC0000309,BGC0000309,MIBiG,MIBiG
BGC0000310,BGC0000310,MIBiG,MIBiG
BGC0000311,BGC0000311,MIBiG,MIBiG
BGC0000312,BGC0000312,MIBiG,MIBiG
BGC0000313,BGC0000313,MIBiG,MIBiG
BGC0000314,BGC0000314,MIBiG,MIBiG
BGC0000315,BGC0000315,MIBiG,MIBiG
BGC0000316,BGC0000316,MIBiG,MIBiG
BGC0000319,BGC0000319,MIBiG,MIBiG
BGC0000320,BGC0000320,MIBiG,MIBiG
BGC0000321,BGC0000321,MIBiG,MIBiG
BGC0000322,BGC0000322,MIBiG,MIBiG
BGC0000323,BGC0000435,MIBiG,MIBiG
BGC0000324,BGC0000324,MIBiG,MIBiG
BGC0000325,BGC0000325,MIBiG,MIBiG
BGC0000326,BGC0000326,MIBiG,MIBiG
BGC0000327,BGC0000327,MIBiG,MIBiG
BGC0000328,BGC0000328,MIBiG,MIBiG
BGC0000329,BGC0000329,MIBiG,MIBiG
BGC0000330,BGC0000330,MIBiG,MIBiG
BGC0000331,BGC0000331,MIBiG,MIBiG
BGC0000332,BGC0000332,MIBiG,MIBiG
BGC0000333,BGC0000333,MIBiG,MIBiG
BGC0000334,BGC0000334,MIBiG,MIBiG
BGC0000335,BGC0000335,MIBiG,MIBiG
BGC0000336,BGC0000336,MIBiG,MIBiG
BGC0000337,BGC0000337,MIBiG,MIBiG
BGC0000339,BGC0000339,MIBiG,MIBiG
BGC0000340,BGC0000340,MIBiG,MIBiG
BGC0000341,BGC0000341,MIBiG,MIBiG
BGC0000342,BGC0000342,MIBiG,MIBiG
BGC0000343,BGC0000343,MIBiG,MIBiG
BGC0000344,BGC0000344,MIBiG,MIBiG
BGC0000345,BGC0000345,MIBiG,MIBiG
BGC0000346,BGC0000346,MIBiG,MIBiG
BGC0000347,BGC0000347,MIBiG,MIBiG
BGC0000348,BGC0000348,MIBiG,MIBiG
BGC0000349,BGC0000349,MIBiG,MIBiG
BGC0000350,BGC0000350,MIBiG,MIBiG
BGC0000351,BGC0000351,MIBiG,MIBiG
BGC0000352,BGC0000352,MIBiG,MIBiG
BGC0000353,BGC0000353,MIBiG,MIBiG
BGC0000354,BGC0000354,MIBiG,MIBiG
BGC0000355,BGC0000355,MIBiG,MIBiG
BGC0000356,BGC0000356,MIBiG,MIBiG
BGC0000357,BGC0000357,MIBiG,MIBiG
BGC0000359,BGC0000359,MIBiG,MIBiG
BGC0000360,BGC0000360,MIBiG,MIBiG
BGC0000362,BGC0000362,MIBiG,MIBiG
BGC0000363,BGC0000363,MIBiG,MIBiG
BGC0000364,BGC0000364,MIBiG,MIBiG
BGC0000365,BGC0000365,MIBiG,MIBiG
BGC0000366,BGC0000366,MIBiG,MIBiG
BGC0000367,BGC0000367,MIBiG,MIBiG
BGC0000368,BGC0000368,MIBiG,MIBiG
BGC0000369,BGC0000369,MIBiG,MIBiG
BGC0000371,BGC0000371,MIBiG,MIBiG
BGC0000372,BGC0000372,MIBiG,MIBiG
BGC0000373,BGC0000373,MIBiG,MIBiG
BGC0000374,BGC0000374,MIBiG,MIBiG
BGC0000375,BGC0000375,MIBiG,MIBiG
BGC0000376,BGC0000376,MIBiG,MIBiG
BGC0000377,BGC0000377,MIBiG,MIBiG
BGC0000378,BGC0000378,MIBiG,MIBiG
BGC0000379,BGC0000379,MIBiG,MIBiG
BGC0000380,BGC0000380,MIBiG,MIBiG
BGC0000381,BGC0000381,MIBiG,MIBiG
BGC0000382,BGC0000382,MIBiG,MIBiG
BGC0000383,BGC0000383,MIBiG,MIBiG
BGC0000384,BGC0000384,MIBiG,MIBiG
BGC0000385,BGC0000385,MIBiG,MIBiG
BGC0000386,BGC0000386,MIBiG,MIBiG
BGC0000387,BGC0000387,MIBiG,MIBiG
BGC0000388,BGC0000388,MIBiG,MIBiG
BGC0000391,BGC0000391,MIBiG,MIBiG
BGC0000392,BGC0000392,MIBiG,MIBiG
BGC0000393,BGC0000393,MIBiG,MIBiG
BGC0000394,BGC0000394,MIBiG,MIBiG
BGC0000395,BGC0000395,MIBiG,MIBiG
BGC0000396,BGC0000396,MIBiG,MIBiG
BGC0000397,BGC0000397,MIBiG,MIBiG
BGC0000398,BGC0000399,MIBiG,MIBiG
BGC0000400,BGC0000400,MIBiG,MIBiG
BGC0000401,BGC0000401,MIBiG,MIBiG
BGC0000402,BGC0000402,MIBiG,MIBiG
BGC0000403,BGC0000403,MIBiG,MIBiG
BGC0000404,BGC0000404,MIBiG,MIBiG
BGC0000405,BGC0000405,MIBiG,MIBiG
BGC0000406,BGC0000406,MIBiG,MIBiG
BGC0000407,BGC0000407,MIBiG,MIBiG
BGC0000408,BGC0000408,MIBiG,MIBiG
BGC0000409,BGC0000409,MIBiG,MIBiG
BGC0000410,BGC0000410,MIBiG,MIBiG
BGC0000411,BGC0002521,MIBiG,MIBiG
BGC0000412,BGC0000412,MIBiG,MIBiG
BGC0000413,BGC0000413,MIBiG,MIBiG
BGC0000414,BGC0000414,MIBiG,MIBiG
BGC0000415,BGC0000415,MIBiG,MIBiG
BGC0000416,BGC0000416,MIBiG,MIBiG
BGC0000417,BGC0000417,MIBiG,MIBiG
BGC0000418,BGC0000418,MIBiG,MIBiG
BGC0000419,BGC0000419,MIBiG,MIBiG
BGC0000420,BGC0000420,MIBiG,MIBiG
BGC0000421,BGC0000421,MIBiG,MIBiG
BGC0000422,BGC0000422,MIBiG,MIBiG
BGC0000423,BGC0000423,MIBiG,MIBiG
BGC0000424,BGC0000424,MIBiG,MIBiG
BGC0000425,BGC0000425,MIBiG,MIBiG
BGC0000426,BGC0000426,MIBiG,MIBiG
BGC0000427,BGC0000427,MIBiG,MIBiG
BGC0000428,BGC0000428,MIBiG,MIBiG
BGC0000429,BGC0000429,MIBiG,MIBiG
BGC0000430,BGC0000430,MIBiG,MIBiG
BGC0000431,BGC0000431,MIBiG,MIBiG
BGC0000432,BGC0000432,MIBiG,MIBiG
BGC0000433,BGC0000433,MIBiG,MIBiG
BGC0000434,BGC0000434,MIBiG,MIBiG
BGC0000436,BGC0000436,MIBiG,MIBiG
BGC0000437,BGC0000437,MIBiG,MIBiG
BGC0000438,BGC0000438,MIBiG,MIBiG
BGC0000439,BGC0000439,MIBiG,MIBiG
BGC0000440,BGC0000440,MIBiG,MIBiG
BGC0000441,BGC0000441,MIBiG,MIBiG
BGC0000442,BGC0000442,MIBiG,MIBiG
BGC0000443,BGC0000443,MIBiG,MIBiG
BGC0000444,BGC0000444,MIBiG,MIBiG
BGC0000445,BGC0000445,MIBiG,MIBiG
BGC0000446,BGC0000446,MIBiG,MIBiG
BGC0000447,BGC0000447,MIBiG,MIBiG
BGC0000448,BGC0000448,MIBiG,MIBiG
BGC0000449,BGC0000449,MIBiG,MIBiG
BGC0000450,BGC0000450,MIBiG,MIBiG
BGC0000451,BGC0000451,MIBiG,MIBiG
BGC0000452,BGC0000452,MIBiG,MIBiG
BGC0000453,BGC0000453,MIBiG,MIBiG
BGC0000454,BGC0000454,MIBiG,MIBiG
BGC0000455,BGC0000455,MIBiG,MIBiG
BGC0000457,BGC0000457,MIBiG,MIBiG
BGC0000458,BGC0000458,MIBiG,MIBiG
BGC0000459,BGC0000459,MIBiG,MIBiG
BGC0000460,BGC0000460,MIBiG,MIBiG
BGC0000461,BGC0000461,MIBiG,MIBiG
BGC0000464,BGC0000464,MIBiG,MIBiG
BGC0000465,BGC0000465,MIBiG,MIBiG
BGC0000466,BGC0000466,MIBiG,MIBiG
BGC0000467,BGC0000467,MIBiG,MIBiG
BGC0000468,BGC0000468,MIBiG,MIBiG
BGC0000469,BGC0000469,MIBiG,MIBiG
BGC0000470,BGC0000470,MIBiG,MIBiG
BGC0000471,BGC0000471,MIBiG,MIBiG
BGC0000472,BGC0000472,MIBiG,MIBiG
BGC0000473,BGC0000473,MIBiG,MIBiG
BGC0000474,BGC0000474,MIBiG,MIBiG
BGC0000475,BGC0000475,MIBiG,MIBiG
BGC0000476,BGC0000476,MIBiG,MIBiG
BGC0000477,BGC0000477,MIBiG,MIBiG
BGC0000478,BGC0000478,MIBiG,MIBiG
BGC0000479,BGC0000479,MIBiG,MIBiG
BGC0000480,BGC0000480,MIBiG,MIBiG
BGC0000481,BGC0000481,MIBiG,MIBiG
BGC0000482,BGC0000482,MIBiG,MIBiG
BGC0000483,BGC0000483,MIBiG,MIBiG
BGC0000484,BGC0000484,MIBiG,MIBiG
BGC0000485,BGC0000485,MIBiG,MIBiG
BGC0000486,BGC0000486,MIBiG,MIBiG
BGC0000487,BGC0000487,MIBiG,MIBiG
BGC0000488,BGC0000488,MIBiG,MIBiG
BGC0000489,BGC0000489,MIBiG,MIBiG
BGC0000490,BGC0000490,MIBiG,MIBiG
BGC0000491,BGC0000491,MIBiG,MIBiG
BGC0000494,BGC0000494,MIBiG,MIBiG
BGC0000495,BGC0000495,MIBiG,MIBiG
BGC0000496,BGC0000496,MIBiG,MIBiG
BGC0000497,BGC0000497,MIBiG,MIBiG
BGC0000498,BGC0000498,MIBiG,MIBiG
BGC0000499,BGC0000499,MIBiG,MIBiG
BGC0000500,BGC0000500,MIBiG,MIBiG
BGC0000501,BGC0000501,MIBiG,MIBiG
BGC0000502,BGC0000502,MIBiG,MIBiG
BGC0000503,BGC0000503,MIBiG,MIBiG
BGC0000504,BGC0000504,MIBiG,MIBiG
BGC0000506,BGC0000506,MIBiG,MIBiG
BGC0000507,BGC0000507,MIBiG,MIBiG
BGC0000508,BGC0000508,MIBiG,MIBiG
BGC0000509,BGC0000509,MIBiG,MIBiG
BGC0000510,BGC0000510,MIBiG,MIBiG
BGC0000511,BGC0000511,MIBiG,MIBiG
BGC0000513,BGC0000513,MIBiG,MIBiG
BGC0000514,BGC0000514,MIBiG,MIBiG
BGC0000515,BGC0000515,MIBiG,MIBiG
BGC0000516,BGC0000516,MIBiG,MIBiG
BGC0000517,BGC0000517,MIBiG,MIBiG
BGC0000518,BGC0000518,MIBiG,MIBiG
BGC0000519,BGC0000519,MIBiG,MIBiG
BGC0000520,BGC0000520,MIBiG,MIBiG
BGC0000521,BGC0000521,MIBiG,MIBiG
BGC0000522,BGC0000522,MIBiG,MIBiG
BGC0000523,BGC0000523,MIBiG,MIBiG
BGC0000525,BGC0000525,MIBiG,MIBiG
BGC0000526,BGC0000526,MIBiG,MIBiG
BGC0000527,BGC0000527,MIBiG,MIBiG
BGC0000528,BGC0000528,MIBiG,MIBiG
BGC0000529,BGC0000529,MIBiG,MIBiG
BGC0000530,BGC0000530,MIBiG,MIBiG
BGC0000531,BGC0000531,MIBiG,MIBiG
BGC0000532,BGC0000532,MIBiG,MIBiG
BGC0000533,BGC0000533,MIBiG,MIBiG
BGC0000534,BGC0000534,MIBiG,MIBiG
BGC0000535,BGC0000535,MIBiG,MIBiG
BGC0000536,BGC0000536,MIBiG,MIBiG
BGC0000537,BGC0000537,MIBiG,MIBiG
BGC0000538,BGC0000538,MIBiG,MIBiG
BGC0000539,BGC0000539,MIBiG,MIBiG
BGC0000540,BGC0000540,MIBiG,MIBiG
BGC0000541,BGC0000541,MIBiG,MIBiG
BGC0000542,BGC0000542,MIBiG,MIBiG
BGC0000543,BGC0000543,MIBiG,MIBiG
BGC0000544,BGC0000544,MIBiG,MIBiG
BGC0000545,BGC0000545,MIBiG,MIBiG
BGC0000546,BGC0000546,MIBiG,MIBiG
BGC0000547,BGC0000547,MIBiG,MIBiG
BGC0000548,BGC0000548,MIBiG,MIBiG
BGC0000549,BGC0000549,MIBiG,MIBiG
BGC0000550,BGC0000550,MIBiG,MIBiG
BGC0000551,BGC0000551,MIBiG,MIBiG
BGC0000552,BGC0000552,MIBiG,MIBiG
BGC0000553,BGC0000553,MIBiG,MIBiG
BGC0000554,BGC0000554,MIBiG,MIBiG
BGC0000555,BGC0000555,MIBiG,MIBiG
BGC0000556,BGC0000556,MIBiG,MIBiG
BGC0000557,BGC0000557,MIBiG,MIBiG
BGC0000558,BGC0000558,MIBiG,MIBiG
BGC0000559,BGC0000559,MIBiG,MIBiG
BGC0000560,BGC0000560,MIBiG,MIBiG
BGC0000561,BGC0000561,MIBiG,MIBiG
BGC0000562,BGC0000562,MIBiG,MIBiG
BGC0000563,BGC0000563,MIBiG,MIBiG
BGC0000564,BGC0000564,MIBiG,MIBiG
BGC0000565,BGC0000565,MIBiG,MIBiG
BGC0000566,BGC0000566,MIBiG,MIBiG
BGC0000567,BGC0000567,MIBiG,MIBiG
BGC0000568,BGC0000568,MIBiG,MIBiG
BGC0000569,BGC0000569,MIBiG,MIBiG
BGC0000570,BGC0000570,MIBiG,MIBiG
BGC0000571,BGC0000571,MIBiG,MIBiG
BGC0000572,BGC0000572,MIBiG,MIBiG
BGC0000573,BGC0000573,MIBiG,MIBiG
BGC0000574,BGC0000574,MIBiG,MIBiG
BGC0000575,BGC0000575,MIBiG,MIBiG
BGC0000576,BGC0000576,MIBiG,MIBiG
BGC0000577,BGC0000577,MIBiG,MIBiG
BGC0000578,BGC0000578,MIBiG,MIBiG
BGC0000579,BGC0000579,MIBiG,MIBiG
BGC0000580,BGC0000580,MIBiG,MIBiG
BGC0000581,BGC0000581,MIBiG,MIBiG
BGC0000582,BGC0000582,MIBiG,MIBiG
BGC0000583,BGC0000583,MIBiG,MIBiG
BGC0000584,BGC0000584,MIBiG,MIBiG
BGC0000585,BGC0000585,MIBiG,MIBiG
BGC0000586,BGC0000586,MIBiG,MIBiG
BGC0000587,BGC0000587,MIBiG,MIBiG
BGC0000588,BGC0000588,MIBiG,MIBiG
BGC0000589,BGC0000589,MIBiG,MIBiG
BGC0000590,BGC0000590,MIBiG,MIBiG
BGC0000591,BGC0000591,MIBiG,MIBiG
BGC0000592,BGC0000592,MIBiG,MIBiG
BGC0000593,BGC0000593,MIBiG,MIBiG
BGC0000594,BGC0000594,MIBiG,MIBiG
BGC0000595,BGC0000595,MIBiG,MIBiG
BGC0000596,BGC0000596,MIBiG,MIBiG
BGC0000597,BGC0000597,MIBiG,MIBiG
BGC0000598,BGC0000598,MIBiG,MIBiG
BGC0000599,BGC0000599,MIBiG,MIBiG
BGC0000600,BGC0000600,MIBiG,MIBiG
BGC0000601,BGC0000601,MIBiG,MIBiG
BGC0000602,BGC0000602,MIBiG,MIBiG
BGC0000603,BGC0000603,MIBiG,MIBiG
BGC0000604,BGC0000604,MIBiG,MIBiG
BGC0000605,BGC0000605,MIBiG,MIBiG
BGC0000606,BGC0000606,MIBiG,MIBiG
BGC0000607,BGC0000607,MIBiG,MIBiG
BGC0000608,BGC0000608,MIBiG,MIBiG
BGC0000609,BGC0000609,MIBiG,MIBiG
BGC0000610,BGC0000610,MIBiG,MIBiG
BGC0000611,BGC0000611,MIBiG,MIBiG
BGC0000612,BGC0000612,MIBiG,MIBiG
BGC0000613,BGC0000613,MIBiG,MIBiG
BGC0000614,BGC0000614,MIBiG,MIBiG
BGC0000615,BGC0000615,MIBiG,MIBiG
BGC0000616,BGC0000616,MIBiG,MIBiG
BGC0000617,BGC0000617,MIBiG,MIBiG
BGC0000618,BGC0000618,MIBiG,MIBiG
BGC0000619,BGC0000619,MIBiG,MIBiG
BGC0000620,BGC0000620,MIBiG,MIBiG
BGC0000621,BGC0000621,MIBiG,MIBiG
BGC0000622,BGC0000622,MIBiG,MIBiG
BGC0000623,BGC0000623,MIBiG,MIBiG
BGC0000624,BGC0000624,MIBiG,MIBiG
BGC0000625,BGC0000625,MIBiG,MIBiG
BGC0000626,BGC0000626,MIBiG,MIBiG
BGC0000627,BGC0000627,MIBiG,MIBiG
BGC0000628,BGC0000628,MIBiG,MIBiG
BGC0000630,BGC0000630,MIBiG,MIBiG
BGC0000631,BGC0000631,MIBiG,MIBiG
BGC0000632,BGC0000632,MIBiG,MIBiG
BGC0000633,BGC0000633,MIBiG,MIBiG
BGC0000634,BGC0000634,MIBiG,MIBiG
BGC0000635,BGC0000635,MIBiG,MIBiG
BGC0000636,BGC0000636,MIBiG,MIBiG
BGC0000637,BGC0000637,MIBiG,MIBiG
BGC0000638,BGC0000638,MIBiG,MIBiG
BGC0000639,BGC0000639,MIBiG,MIBiG
BGC0000640,BGC0000640,MIBiG,MIBiG
BGC0000641,BGC0000641,MIBiG,MIBiG
BGC0000642,BGC0000642,MIBiG,MIBiG
BGC0000643,BGC0000643,MIBiG,MIBiG
BGC0000644,BGC0000644,MIBiG,MIBiG
BGC0000645,BGC0000645,MIBiG,MIBiG
BGC0000646,BGC0000646,MIBiG,MIBiG
BGC0000647,BGC0000647,MIBiG,MIBiG
BGC0000648,BGC0000648,MIBiG,MIBiG
BGC0000649,BGC0000649,MIBiG,MIBiG
BGC0000650,BGC0000650,MIBiG,MIBiG
BGC0000651,BGC0000651,MIBiG,MIBiG
BGC0000652,BGC0000652,MIBiG,MIBiG
BGC0000653,BGC0000653,MIBiG,MIBiG
BGC0000654,BGC0000654,MIBiG,MIBiG
BGC0000656,BGC0000656,MIBiG,MIBiG
BGC0000657,BGC0000657,MIBiG,MIBiG
BGC0000658,BGC0000658,MIBiG,MIBiG
BGC0000659,BGC0000659,MIBiG,MIBiG
BGC0000660,BGC0000660,MIBiG,MIBiG
BGC0000661,BGC0000661,MIBiG,MIBiG
BGC0000662,BGC0000662,MIBiG,MIBiG
BGC0000663,BGC0000663,MIBiG,MIBiG
BGC0000664,BGC0000664,MIBiG,MIBiG
BGC0000665,BGC0000665,MIBiG,MIBiG
BGC0000666,BGC0000666,MIBiG,MIBiG
BGC0000667,BGC0000667,MIBiG,MIBiG
BGC0000668,BGC0000668,MIBiG,MIBiG
BGC0000669,BGC0000669,MIBiG,MIBiG
BGC0000670,BGC0000670,MIBiG,MIBiG
BGC0000671,BGC0000671,MIBiG,MIBiG
BGC0000672,BGC0000672,MIBiG,MIBiG
BGC0000673,BGC0000673,MIBiG,MIBiG
BGC0000674,BGC0000674,MIBiG,MIBiG
BGC0000675,BGC0000675,MIBiG,MIBiG
BGC0000676,BGC0000676,MIBiG,MIBiG
BGC0000677,BGC0000677,MIBiG,MIBiG
BGC0000678,BGC0000678,MIBiG,MIBiG
BGC0000679,BGC0000679,MIBiG,MIBiG
BGC0000682,BGC0000682,MIBiG,MIBiG
BGC0000683,BGC0000683,MIBiG,MIBiG
BGC0000684,BGC0000684,MIBiG,MIBiG
BGC0000685,BGC0000685,MIBiG,MIBiG
BGC0000686,BGC0000686,MIBiG,MIBiG
BGC0000687,BGC0000687,MIBiG,MIBiG
BGC0000688,BGC0000688,MIBiG,MIBiG
BGC0000689,BGC0000689,MIBiG,MIBiG
BGC0000690,BGC0000690,MIBiG,MIBiG
BGC0000691,BGC0000691,MIBiG,MIBiG
BGC0000692,BGC0000692,MIBiG,MIBiG
BGC0000693,BGC0000693,MIBiG,MIBiG
BGC0000694,BGC0000694,MIBiG,MIBiG
BGC0000695,BGC0000695,MIBiG,MIBiG
BGC0000696,BGC0000696,MIBiG,MIBiG
BGC0000698,BGC0000698,MIBiG,MIBiG
BGC0000699,BGC0000699,MIBiG,MIBiG
BGC0000700,BGC0000700,MIBiG,MIBiG
BGC0000701,BGC0000701,MIBiG,MIBiG
BGC0000702,BGC0000702,MIBiG,MIBiG
BGC0000703,BGC0000703,MIBiG,MIBiG
BGC0000704,BGC0000704,MIBiG,MIBiG
BGC0000705,BGC0000705,MIBiG,MIBiG
BGC0000706,BGC0000706,MIBiG,MIBiG
BGC0000707,BGC0000707,MIBiG,MIBiG
BGC0000708,BGC0000708,MIBiG,MIBiG
BGC0000709,BGC0000709,MIBiG,MIBiG
BGC0000711,BGC0000711,MIBiG,MIBiG
BGC0000712,BGC0000712,MIBiG,MIBiG
BGC0000713,BGC0000713,MIBiG,MIBiG
BGC0000714,BGC0000714,MIBiG,MIBiG
BGC0000715,BGC0000715,MIBiG,MIBiG
BGC0000716,BGC0000716,MIBiG,MIBiG
BGC0000719,BGC0000719,MIBiG,MIBiG
BGC0000720,BGC0000720,MIBiG,MIBiG
BGC0000721,BGC0000721,MIBiG,MIBiG
BGC0000722,BGC0000722,MIBiG,MIBiG
BGC0000723,BGC0000723,MIBiG,MIBiG
BGC0000724,BGC0000724,MIBiG,MIBiG
BGC0000725,BGC0000725,MIBiG,MIBiG
BGC0000727,BGC0000727,MIBiG,MIBiG
BGC0000728,BGC0000728,MIBiG,MIBiG
BGC0000729,BGC0000729,MIBiG,MIBiG
BGC0000730,BGC0000730,MIBiG,MIBiG
BGC0000731,BGC0000731,MIBiG,MIBiG
BGC0000732,BGC0000732,MIBiG,MIBiG
BGC0000733,BGC0000733,MIBiG,MIBiG
BGC0000734,BGC0000734,MIBiG,MIBiG
BGC0000735,BGC0000735,MIBiG,MIBiG
BGC0000736,BGC0000736,MIBiG,MIBiG
BGC0000737,BGC0000737,MIBiG,MIBiG
BGC0000738,BGC0000738,MIBiG,MIBiG
BGC0000739,BGC0000739,MIBiG,MIBiG
BGC0000740,BGC0000740,MIBiG,MIBiG
BGC0000741,BGC0000741,MIBiG,MIBiG
BGC0000742,BGC0000742,MIBiG,MIBiG
BGC0000743,BGC0000743,MIBiG,MIBiG
BGC0000744,BGC0000744,MIBiG,MIBiG
BGC0000745,BGC0000745,MIBiG,MIBiG
BGC0000746,BGC0000746,MIBiG,MIBiG
BGC0000747,BGC0000747,MIBiG,MIBiG
BGC0000748,BGC0000748,MIBiG,MIBiG
BGC0000749,BGC0000749,MIBiG,MIBiG
BGC0000751,BGC0000751,MIBiG,MIBiG
BGC0000752,BGC0000752,MIBiG,MIBiG
BGC0000753,BGC0000753,MIBiG,MIBiG
BGC0000754,BGC0000754,MIBiG,MIBiG
BGC0000755,BGC0000755,MIBiG,MIBiG
BGC0000756,BGC0000756,MIBiG,MIBiG
BGC0000757,BGC0000757,MIBiG,MIBiG
BGC0000758,BGC0000758,MIBiG,MIBiG
BGC0000759,BGC0000759,MIBiG,MIBiG
BGC0000760,BGC0000760,MIBiG,MIBiG
BGC0000761,BGC0000761,MIBiG,MIBiG
BGC0000762,BGC0000762,MIBiG,MIBiG
BGC0000763,BGC0000763,MIBiG,MIBiG
BGC0000764,BGC0000764,MIBiG,MIBiG
BGC0000765,BGC0000765,MIBiG,MIBiG
BGC0000766,BGC0000766,MIBiG,MIBiG
BGC0000767,BGC0000767,MIBiG,MIBiG
BGC0000768,BGC0000768,MIBiG,MIBiG
BGC0000769,BGC0000769,MIBiG,MIBiG
BGC0000770,BGC0000770,MIBiG,MIBiG
BGC0000772,BGC0000772,MIBiG,MIBiG
BGC0000773,BGC0000773,MIBiG,MIBiG
BGC0000774,BGC0000774,MIBiG,MIBiG
BGC0000775,BGC0000775,MIBiG,MIBiG
BGC0000776,BGC0000776,MIBiG,MIBiG
BGC0000777,BGC0000777,MIBiG,MIBiG
BGC0000778,BGC0000778,MIBiG,MIBiG
BGC0000779,BGC0000779,MIBiG,MIBiG
BGC0000780,BGC0000780,MIBiG,MIBiG
BGC0000781,BGC0000781,MIBiG,MIBiG
