Metagenome,MAG,BGC,class,Predicted product,Domain,Phylum,Class,Order,Family,Genus,Species
M24,Aegir_M24_B20,LNMAEBHA_336.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B20,LNMAEBHA_188.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,0
M24,Aegir_M24_B21,LHGLAGHD_14.region001,Polyketide,T3PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_19.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_27.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_31.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_31.region002,RiPP,thioamitides,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B21,LHGLAGHD_58.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,SZUA-100,0
M24,Aegir_M24_B22,BBBCDLJB_1055.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_1223.region001,NRP,NRPS-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_1301.region001,Terpene,Terpene generic,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_243.region001,NRP,NRPS-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B22,BBBCDLJB_989.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,0
M24,Aegir_M24_B23,EKPCADKE_145.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp024280735
M24,Aegir_M24_B23,EKPCADKE_53.region001,Hybrid,NRPS-like:T1PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,Amylibacter sp024280735
M24,Aegir_M24_B24,FPPHCGEG_1.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B24,FPPHCGEG_7.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B24,FPPHCGEG_7.region002,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_105.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_4.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_85.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B25,GCPKHDHJ_110.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B26,BLIMOGOC_29.region001,Hybrid,arylpolyene:resorcinol,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M24,Aegir_M24_B26,BLIMOGOC_49.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,0
M24,Aegir_M24_B27,MGMOCMNP_146.region001,Polyketide,T1PKS,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B27,MGMOCMNP_205.region001,Polyketide,T1PKS,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B27,MGMOCMNP_243.region001,NRP,CDPS,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Bernardetiaceae,0,0
M24,Aegir_M24_B28,HMICOCJM_92.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_34.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_151.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_48.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_14.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_39.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B28,HMICOCJM_86.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,0
M24,Aegir_M24_B29,IMEAMOFF_101.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B29,IMEAMOFF_58.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B29,IMEAMOFF_76.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,GCA-002770795,DRNA01,0
M24,Aegir_M24_B3,CKOFCMJB_197.region001,RiPP,RRE-containing,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_220.region001,Terpene,Terpene generic,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_305.region001,Polyketide,T1PKS,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_441.region001,Other,arylpolyene,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_781.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B3,CKOFCMJB_840.region001,Other,phosphonate,Bacteria,Myxococcota,UBA9042,PHBI01,CALCNF01,0,0
M24,Aegir_M24_B31,LKIEJCHL_188.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_352.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_469.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_511.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_180.region001,Other,resorcinol,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B31,LKIEJCHL_517.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Kangiellaceae,GCA-002733465,0
M24,Aegir_M24_B32,CGGEEMNC_101.region001,RiPP,RRE-containing,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B32,CGGEEMNC_595.region001,Terpene,Terpene generic,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B32,CGGEEMNC_285.region001,RiPP,sactipeptide,Bacteria,Chloroflexota,Anaerolineae,Promineifilales,Promineifilaceae,JAJRTP01,0
M24,Aegir_M24_B34,OINKMAKN_30.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Devosiaceae,DROE01,0
M24,Aegir_M24_B35,OAFPEDIB_21.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0
M24,Aegir_M24_B35,OAFPEDIB_67.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,UWMA-0217,UWMA-0217,JALSHZ01,0
M24,Aegir_M24_B36,CFEKOEEO_18.region001,RiPP,RiPP-like,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_200.region001,Other,betalactone,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_225.region001,Polyketide,T3PKS,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_299.region001,Hybrid,hglE-KS:T1PKS,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_38.region001,Other,arylpolyene,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_49.region001,Other,arylpolyene,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B36,CFEKOEEO_84.region001,Other,acyl_amino_acids,Bacteria,Planctomycetota,UBA11346,UBA11346,UBA11346,JANQLF01,0
M24,Aegir_M24_B37,FGBPHCAI_36.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M24,Aegir_M24_B37,FGBPHCAI_85.region001,Hybrid,NRPS:T1PKS,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,UBA6168,0
M24,Aegir_M24_B38,BMKALGPG_1284.region001,RiPP,ranthipeptide,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_263.region001,Other,arylpolyene,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_376.region001,RiPP,RiPP-like,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_386.region001,Terpene,Terpene generic,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B38,BMKALGPG_966.region001,Other,arylpolyene,Bacteria,Planctomycetota,UBA1135,UBA2386,UBA2386,0,0
M24,Aegir_M24_B39,PINHJFLC_1053.region001,Other,acyl_amino_acids,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_1183.region001,Other,hserlactone,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_264.region001,Other,arylpolyene,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_32.region001,Other,acyl_amino_acids,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_725.region001,Other,acyl_amino_acids,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_738.region001,Polyketide,T1PKS,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_821.region001,Other,arylpolyene,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B39,PINHJFLC_128.region001,Other,acyl_amino_acids,Bacteria,Verrucomicrobiota,Kiritimatiellia,UBA8416,0,0,0
M24,Aegir_M24_B4,EAPIMLMG_20.region001,RiPP,RRE-containing,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
M24,Aegir_M24_B4,EAPIMLMG_60.region001,RiPP,RiPP-like,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,Sulfurovum sp030949325
M24,Aegir_M24_B40,ADFKEOCB_5.region001,Other,arylpolyene,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,JAHDFW01,JAHDFW01,0
M24,Aegir_M24_B41,AOLGDHFD_58.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,S010-17,0
M24,Aegir_M24_B42,BCGFPKJE_21.region001,Polyketide,T1PKS,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_30.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_33.region001,Hybrid,hserlactone:RiPP-redox-cofactor,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_42.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_44.region001,RiPP,lassopeptide,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B42,BCGFPKJE_47.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,0
M24,Aegir_M24_B43,NJFLMENO_160.region001,NRP,NRPS-like,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M24,Aegir_M24_B43,NJFLMENO_88.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,S144-34,S144-34,S144-34,S144-34 sp026989495
M24,Aegir_M24_B44,LIEFECIJ_14.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_31.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_5.region001,Other,ectoine,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_66.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_32.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B44,LIEFECIJ_65.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B45,DPHDEEHI_103.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_146.region001,Other,arylpolyene,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_174.region001,RiPP,RRE-containing,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_191.region001,NRP,NRPS-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_35.region001,NRP,NRPS-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_44.region001,Hybrid,NRPS-like:hglE-KS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_70.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_71.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_74.region001,Polyketide,hglE-KS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_89.region001,RiPP,RiPP-like,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B45,DPHDEEHI_9.region001,Polyketide,T1PKS,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,CALJNB01,0
M24,Aegir_M24_B46,GPNBCOBB_313.region001,Terpene,Terpene generic,Bacteria,Bacteroidota,Kapaibacteriia,Kapaibacteriales,UBA2268,0,0
M24,Aegir_M24_B49,MHNLAKHI_127.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_132.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_243.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_259.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B49,MHNLAKHI_266.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-152,SZUA-152,SZUA-152,0
M24,Aegir_M24_B5,HPFIMPEI_97.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_152.region001,RiPP,redox-cofactor,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_24.region001,Other,hydrogen-cyanide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_13.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_6.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_63.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_130.region001,Other,arylpolyene,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B5,HPFIMPEI_152.region002,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,0
M24,Aegir_M24_B50,ICBNPDEL_21.region001,Other,acyl_amino_acids,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M24,Aegir_M24_B50,ICBNPDEL_84.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,0,0
M24,Aegir_M24_B51,CLBBIEOL_10.region001,Other,acyl_amino_acids,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B51,CLBBIEOL_167.region001,Polyketide,T1PKS,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B51,CLBBIEOL_78.region001,RiPP,RiPP-like,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,0,0
M24,Aegir_M24_B52,JLMBNEBE_3.region001,Other,PUFA,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B52,JLMBNEBE_91.region001,Other,hserlactone,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B52,JLMBNEBE_99.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Colwellia,0
M24,Aegir_M24_B53,GFACKNHO_178.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_114.region001,NRP,NRPS-like,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_126.region001,Hybrid,NRPS:NRPS-like,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_13.region001,Terpene,Terpene generic,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B53,GFACKNHO_163.region001,Hybrid,NRPS:T1PKS,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,GCA-2746605,0
M24,Aegir_M24_B54,DONGBMFP_1052.region001,RiPP,microviridin,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1148.region001,Polyketide,T3PKS,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1227.region001,NRP,NRPS-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_1254.region001,NRP,NRPS-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_230.region001,RiPP,RRE-containing,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_330.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_433.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_906.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B54,DONGBMFP_925.region001,RiPP,RiPP-like,Bacteria,Myxococcota,UBA727,UBA727,0,0,0
M24,Aegir_M24_B55,BKMJBOJD_153.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M24,Aegir_M24_B55,BKMJBOJD_20.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M24,Aegir_M24_B55,BKMJBOJD_29.region001,Other,hserlactone,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,0
M24,Aegir_M24_B56,DBCHONDG_311.region001,RiPP,RRE-containing,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,S012-113,0
M24,Aegir_M24_B57,APDGDMMD_266.region001,RiPP,RiPP-like,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,0
M24,Aegir_M24_B57,APDGDMMD_277.region001,NRP,NRPS-like,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,0
M24,Aegir_M24_B57,APDGDMMD_326.region001,Terpene,Terpene generic,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,0
M24,Aegir_M24_B57,APDGDMMD_66.region001,Polyketide,T3PKS,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,0
M24,Aegir_M24_B57,APDGDMMD_93.region001,Terpene,Terpene generic,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,DEV007,Arctic95D-9,0
M24,Aegir_M24_B58,GNKANFNI_62.region001,RiPP,RiPP-like,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B58,GNKANFNI_27.region001,NRP,NRP generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B58,GNKANFNI_31.region001,RiPP,ranthipeptide,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B58,GNKANFNI_21.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B58,GNKANFNI_29.region001,Hybrid,NRPS:T1PKS,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B58,GNKANFNI_74.region001,Terpene,Terpene generic,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,WTBX01 sp030949405
M24,Aegir_M24_B59,ECACJCPL_169.region001,NRP,NRP generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,J004,JABFGF01,0
M24,Aegir_M24_B59,ECACJCPL_19.region001,Terpene,Terpene generic,Bacteria,Calditrichota,Calditrichia,Calditrichales,J004,JABFGF01,0
