genome_ID,M24,M25,M26,M36,M37,M38,M39,M33,M42,Domain,Phylum,Class,Order,Family,Genus,Species
Aegir_M38_B40,0,0.000746156,0,0,0,0.22596785,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,
Aegir_M38_B41,0.009253659,0,0,0.061676595,0.003019837,0.041947093,0,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,SZUA-451,
Aegir_M38_B42,0,0,0,0,0,0.052705467,0,0,0,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,UBA11606,SZUA-87,
Aegir_M38_B43,0,0,0,0,0,0.29992196,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,
Aegir_M38_B44,0.011757135,0.001504941,0,0,0,0.22174594,0.004858286,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B45,0.2757634,0.14138411,0,1.299357,0.19826274,0.018027583,0.9883271,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,Methyloprofundus sp900128525
Aegir_M38_B46,0,0,0,0,0.003427137,0.037712604,0,0,0,Bacteria,PUNC01,PUNC01,PUNC01,PWXJ01,,
Aegir_M38_B47,0.020096155,0.001620601,0,0,0.00569029,1.7757237,0.005353125,0.008702712,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B48,0.013724352,0,0,0,0,0.5965921,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,CG1-02-35-72,
Aegir_M38_B49,0.002725173,0.003225079,0,0.013749821,0,0.041410368,0.43195656,0,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B111-G9,
Aegir_M38_B5,0,0,0,0,0,0.0442941,0,0,0,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,SM1A02,GCA-002718515,
Aegir_M38_B50,0.014521753,0,0,0,0,0.28464267,0,0.010766775,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,,
Aegir_M38_B51,0,0.001357146,0,0,0,0.031935465,0.005572681,0,0,Archaea,Thermoplasmatota,E2,UBA202,JdFR-43,JAGGXW01,
Aegir_M38_B52,0,0,0,0,0,0.055146914,0,0.004708505,0,Bacteria,Planctomycetota,UBA1135,UBA1135,UBA1135,GCA-2746235,
Aegir_M38_B53,0,0,0,0,0,0.13725804,0.41397578,0.005237158,0,Bacteria,Desulfobacterota,Desulfofervidia,Desulfofervidales,Desulfofervidaceae,Desulfofervidus,
Aegir_M38_B54,0,0,0,0,0,0.045761537,0,0,0,Bacteria,Delongbacteria,UBA4055,CAIWAD01,CAIWAD01,JACKCN01,
Aegir_M38_B55,0,0,0,0,0,0.047606487,0,0,0,Bacteria,Patescibacteria,Paceibacteria,UBA9983_A,UBA2100,,
Aegir_M38_B56,0,0,0,0,0,0.043180242,0,0,0,Archaea,Thermoproteota,Bathyarchaeia,B26-1,WUQV01,AUK093,
Aegir_M38_B57,0,0,0,0,0,0.0464298,0,0,0,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Thermoguttaceae,,
Aegir_M38_B58,0,0,0,0,0,0.13747817,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,UA16,UBA974,UBA974 sp002746975
Aegir_M38_B59,0,0,0,0.004904275,0.002386547,0.03792171,0.007126492,0,0,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,Leptospira_B,Leptospira_B inadai
Aegir_M38_B6,0.26218492,0.001701119,0,0,0,0.061961625,0.021030411,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B60,0,0.001680098,0,0.0112414,0.006286392,0.05265638,0.002547769,0,0,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,UBA583,UBA583,
Aegir_M38_B61,0,0,0,0,0,0.09204019,0,0,0,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,UBA11858,NIOZ-UU35,
Aegir_M38_B62,0.01010965,0.061491963,1.4055933,0.002792021,0,0.03699593,0.070664495,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B64,0,0,0,0,0,0.34517732,0,0,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,,
Aegir_M38_B65,0,0,0,0,0,0.04093546,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,,
Aegir_M38_B66,0,0,0,0,0,0.8851173,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,
Aegir_M38_B67,0,0,0,0,0,0.2010893,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,
Aegir_M38_B68,0,0,0,0,0,0.06752626,0.001854987,0,0,Bacteria,Bipolaricaulota,Bipolaricaulia,RBG-16-55-9,JANLFV01,,
Aegir_M38_B69,0,0.000711664,0,0,0,0.053199157,0.11802451,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M38_B7,0,0,0,0,0,0.034959707,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,HK1,HK1,,
Aegir_M38_B70,0,0.014670327,0,0.014374822,0,0.036463063,0.02253362,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
Aegir_M38_B71,0.001309888,0.000808829,0.001060383,0,0,0.040691283,0,0.001583667,0,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,,
Aegir_M38_B72,0.41876194,0,0,0.004781023,0,11.506633,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,WTBX01,
Aegir_M38_B73,0,0,0,0,0,0.15856808,0,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M38_B74,0,0,0,0,0,0.35418257,0,0.004796471,0,Bacteria,Pseudomonadota,Gammaproteobacteria,SZUA-229,SZUA-229,GCA-2746365,
Aegir_M38_B75,0,0,0,0,0,0.19226621,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B76,0,0,0,0,0,0.1831951,0,0,0,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,,
Aegir_M38_B77,0.026202586,0.005365357,0,0,0.02451864,2.0661898,0.028931683,0.003664387,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B78,0.017395413,0.016889483,0.002325021,1.2919643,0.03263357,0.041716654,0.01097258,0.01607976,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,UBA1140,
Aegir_M38_B79,0,0,0,0,0,0.62901604,0.038037702,0,0,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,
Aegir_M38_B8,0.0488765,0.014229676,0,0.09221112,0.11078071,0.014545333,0.46996793,0.005041331,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M38_B80,0,0,0,0,0,0.16937193,0,0.043216947,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M38_B81,0,0,0,0,0,0.041174594,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,BM004,,
Aegir_M38_B82,0,0.000623819,0,0,0,0.41721123,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B83,0,0,0,0,0,0.049306385,0,0,0,Bacteria,Myxococcota,Bradymonadia,UBA7976,UBA1532,JACKDL01,
Aegir_M38_B84,0,0,0,0,0,16.515038,0,0,0.001395237,Bacteria,Pseudomonadota,Gammaproteobacteria,,,,
Aegir_M38_B85,0.009012571,0,0,0,0,0.117289186,0.00287514,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_A,Alteromonadaceae,GCA-2401725,GCA-2401725 sp002401725
Aegir_M38_B86,0.29604608,0.052091077,0.000815183,1.00481,0.19759631,0.044177923,0.6206768,0.004644184,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,
Aegir_M38_B87,0,0,0,0.005004142,0,0.08156785,0,0,0,Bacteria,UBP6,JAFGXH01,JAFGXH01,JAFGXH01,,
Aegir_M38_B88,0,0,0,0,0,0.13038012,0.010524566,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,Pseudomonas_E sp002874965
Aegir_M38_B89,0,0,0,0,0,0.09681735,0,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,UBA4466,
Aegir_M38_B9,0.03532879,0,0,0,0.007277458,0.058860876,0,0.07718359,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Vicingaceae,GCA-002793235,
Aegir_M38_B90,0,0,0,0,0,0.7398003,0.029829245,0,0,Archaea,Halobacteriota,Syntropharchaeia,ANME-1,ANME-1,JANPRD01,
Aegir_M38_B91,0,0,0,0,0,2.4311776,0,0,0,Bacteria,Pseudomonadota,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,GCA-2401635,
Aegir_M38_B92,0.037645902,0.003009178,0.013922945,0,0.006504815,0.3250657,0.007533362,0.013673589,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M38_B93,0.02026756,0.001077616,0,0,0.002256783,0.0984575,0.004700729,0.008362568,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M38_B94,0,0,0,0,0,0.1286675,0,0.019508984,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,UBA9215,UBA9215,
Aegir_M38_B95,0,0,0,0,0,0.043871395,0,0,0,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,,
Aegir_M38_B96,0,0,0,0,0,0.02537642,0.14272074,0,0,Archaea,Thermoproteota,Nitrososphaeria,Geothermarchaeales,JDFR-13,B109-G9,
Aegir_M38_B97,0,0,0,0,0,0.16888797,0.002820935,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M38_B98,0,0,0,0,0.013796101,0.038312092,0.00713829,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Marinicellaceae,NORP309,
Aegir_M38_B99,0.030676622,0.001431652,0,0.008535245,0.01218624,0.3140092,0.005458295,0.045680877,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,GCA-002733105,
Aegir_M39_B1,0,0.001972026,0,0,0,0.30524102,0.031045089,0,0,Bacteria,Calescibacterota,Calescibacteriia,,,,
Aegir_M39_B10,0.002852765,0.009781686,0,0.001933363,0,0,0.055289093,0.006888368,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,VadinHA17,DRPN01,
Aegir_M39_B100,0,0.000501855,0,0,0,0,0.051725034,0,0,Bacteria,Myxococcota,B64-G9,B64-G9,B64-G9,,
Aegir_M39_B101,0,0.013619836,0,0.001147426,0,0.013130929,0.109292194,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,B5-G16,
Aegir_M39_B102,0.1628098,0.004900044,0,0.005079581,0.001402078,0,0.3022701,0,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,
Aegir_M39_B103,0.010694441,0.001886,0,0.002341239,0,0,0.04205519,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M39_B104,0.009143101,0,0,0,0.00279554,0,0.09212448,0.005384672,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,UBA2020,JAJFGX01,
Aegir_M39_B105,0.104064964,0.000601641,0,0.008427938,0.003141268,0.002749775,0.053550247,0,0,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,,
Aegir_M39_B106,0.001928152,0.052293144,0,0.00757534,0,0,0.031893265,0,0,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Ch27,,
Aegir_M39_B107,0,0,0,0.002067094,0,0.004236253,0.07232617,0.00123651,0,Archaea,Thermoplasmatota,E2,DHVEG-1,B18-G2,,
Aegir_M39_B108,0.052673414,0.02001189,0,1.0905905,0.002678356,0.034576796,0.13679269,0.004794186,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B109,0.02172808,0.003653469,0,0.033544347,0.010644077,0.002756561,0.27376002,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADJA01,JAADJA01,
Aegir_M39_B11,0,0,0,0,0,0,0.21769093,0,0,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
Aegir_M39_B110,0.010976142,0,0,0.002520499,0,0,0.15227164,0,0,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
Aegir_M39_B111,0.02942247,0,0,0,0,0,0.029117685,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,CAJXQU01,CAJXQU01,CAJXQU01,
Aegir_M39_B112,0.016135622,0.001051272,0,0.040784683,0,0.017554581,0.08542332,0.000971164,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,JANTFQ01,
Aegir_M39_B113,0.004047742,0.001642279,0,0.043277066,0.005215316,0.003888231,0.026424946,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA1556,CG2-30-33-31,
Aegir_M39_B114,0,0.00154946,0,0.002250315,0,0.004054708,0.04613418,0,0,Archaea,Asgardarchaeota,JAGGXT01,JAGGXT01,JAGGXT01,,
Aegir_M39_B115,0,0,0,0,0,0.004952542,0.04125248,0,0,Archaea,Thermoproteota,Thermoprotei,Thermofilales,B69-G16,B69-G16,
Aegir_M39_B116,0,0.007997269,0.010667587,0,0,0,0.035853542,0,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Hydrogenimonadaceae,Hydrogenimonas,
Aegir_M39_B117,0.008204476,0.004440547,0,0,0.013408552,0.008303249,1.4778665,0.011823362,0.002709866,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,
Aegir_M39_B118,0,0,0,0,0,0.004928603,0.06823705,0,0,Archaea,Thermoproteota,Nitrososphaeria,Conexivisphaerales,,,
Aegir_M39_B119,0.22696973,0.01214171,0,0.008726497,0.034169123,0.13055985,0.14352575,0.05909764,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,QPIN01,
Aegir_M39_B12,0.005162504,0.06921423,0,0.007636085,0,0.003189608,0.05771011,0.008602121,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Polaribacter,
Aegir_M39_B120,0.011667502,0.004050382,0,0.006170052,0.002306081,0,0.08897995,0,0,Bacteria,Myxococcota,Bradymonadia,Bradymonadales,Bradymonadaceae,,
Aegir_M39_B121,0.08957643,0.011045967,0,0.049365137,0.03293531,0.028998936,0.3502804,0.04268323,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,GCA-002733185,
Aegir_M39_B122,0,0,0,0,0.008149388,0,0.055162787,0.011889491,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M39_B123,0,0,0,0,0,0,0.10407839,0,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,B46-G9,
Aegir_M39_B124,0,0,0,0,0,0.009243139,0.10609609,0,0,Archaea,Thermoproteota,Nitrososphaeria_A,Caldarchaeales,Wolframiiraptoraceae,Benthortus,
Aegir_M39_B125,0,0.028103646,0,0,0,0.002040868,0.04941962,0,0,Bacteria,KSB1,UBA2214,JACIZP01,JADDFT01,JADDFT01,
Aegir_M39_B126,0,0.045552753,0,0.002786018,0,0,0.076743856,0.001955494,0,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,Desulfatiglandaceae,JAGGTJ01,
Aegir_M39_B127,0.084143765,0.554515,0.004332076,0.009463634,0,0,0.09888366,0,0.001828139,Bacteria,Pseudomonadota,Gammaproteobacteria,GCA-001735895,GCA-001735895,JACNJF01,
Aegir_M39_B128,0.26725376,0.002871478,0,0,0,0.002277666,0.07077255,0,0.008987733,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,JAJRUE01,
Aegir_M39_B129,0.007692324,0.32896155,0,0.008966995,0,0,0.029027628,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
Aegir_M39_B13,0.005194138,0.019748027,0,0.48058873,0,0.001821899,0.09051474,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Putridiphycobacter,
Aegir_M39_B130,0.003732445,0.000403146,0,0.029509237,0,0.001008408,0.032457523,0,0,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,,
Aegir_M39_B131,0,0.001243173,0,0,0,0.000970195,0.0454913,0,0,Bacteria,Armatimonadota,UBA5377,UBA5377,FEN-943,,
Aegir_M39_B132,0,0,0,0.009050434,0,0.00510237,0.0477075,0,0,Bacteria,Planctomycetota,B143-G9,B143-G9,B143-G9,B143-G9,
Aegir_M39_B133,0.016892202,0.036445603,0,0.003158117,0,0.00172342,0.15687643,0.00222436,0.003720772,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,QNZT01,
Aegir_M39_B134,0,0.021233894,0,0,0,0,0.049051806,0,0.03321124,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylothermaceae,Methylohalobius,
Aegir_M39_B135,0,0.001821643,0,0.004116824,0,0.001693533,0.043048367,0,0.00969689,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,DSM-9756,,
Aegir_M39_B136,0,0.001140063,0,0,0,0,0.8569141,0.001184345,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,F082,UBA4459,
Aegir_M39_B137,0.06371954,0.014646598,0,0.14192992,0.11492721,0.013121102,0.70170873,0.012464135,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutimonas,
Aegir_M39_B138,0.00748493,0.5815023,0,0.00169271,0,0,0.06484511,0,0.024575355,Bacteria,Pseudomonadota,Gammaproteobacteria,J113,J113,J113,
Aegir_M39_B139,0.018750884,0.001720248,0,0.04158965,0,0,0.13286516,0,0,Bacteria,Zixibacteria,MSB-5A5,GN15,40940,JAJRZL01,
Aegir_M39_B14,0.14456049,0,0,0.015821785,0.007417022,0.002275677,0.034692023,0.002438724,0,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,JAKISE01,
Aegir_M39_B140,0.02677007,0.013855065,0,0.012468018,0.00579607,0.007052876,0.10326065,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloprofundus,
Aegir_M39_B141,0,0,0,0,0,0,0.06114101,0,0,Bacteria,Desulfobacterota_F,DSWW01,DSWW01,DSWW01,,
Aegir_M39_B142,0.009436727,0,0,0.010523853,0,0,0.055516917,0,0,Bacteria,Fermentibacterota,Fermentibacteria,Fermentibacterales,Fermentibacteraceae,Sabulitectum,
Aegir_M39_B143,0,0.004880754,0,0.015297653,0,0.02219597,0.044461537,0.008371611,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
Aegir_M39_B144,0.024454413,0.012152513,0,0.003910388,0,0.005890279,0.44886357,0.005238829,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiolapillus,
Aegir_M39_B145,0,0.12240385,0,0,0,0,0.028306788,0.001161241,0,Bacteria,Calditrichota,Calditrichia,Calditrichales,Calditrichaceae,,
Aegir_M39_B146,0.07569479,0.014231768,0,0,0,0,0.12556602,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B147,0,0,0,0.001625395,0,0.00366178,0.32365206,0,0,Archaea,Thermoplasmatota,E2,DHVEG-1,DHVEG-1,B44-G15,
Aegir_M39_B148,0.002227687,0.10991462,0,0.011593781,0,0,0.030191692,0,0,Bacteria,Chloroflexota,Anaerolineae,4572-78,4572-78,JANTHQ01,
Aegir_M39_B149,0.11972265,0.50009006,0.1731716,0.016861774,0,0,0.27504864,0,0.004706262,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methylomarinum,
Aegir_M39_B15,0.004866812,0.000504455,0,0.009355803,0.015124433,0.0042316,0.09433804,0.004355354,0,Bacteria,KSB1,UBA2214,UBA2214,Zgenome-0027,JAJRST01,
Aegir_M39_B150,0.002911839,0.06540026,0,0.03359191,0,0.005893505,0.15723705,0.002556821,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Thiomargarita,
Aegir_M39_B151,0,0,0,0,0,0.002076058,0.09205206,0,0,Bacteria,Planctomycetota,PUPC01,PUPC01,PUPC01,,
Aegir_M39_B152,0.062316027,0.006541582,0,0.005906102,0,0.000580628,0.11819231,0,0,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,,
Aegir_M39_B153,0.15459527,0,0,0,0,0,0.034396704,0.002698135,0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,,,
Aegir_M39_B154,0,0,0,0,0,0,0.32607993,0,0,Bacteria,Krumholzibacteriota,Krumholzibacteria,Krumholzibacteriales,Krumholzibacteriaceae,4484-7,
Aegir_M39_B155,0.0104683,0.000604243,0,0,0,0,0.367084,0,0,Bacteria,Planctomycetota,UBA1135,UBA2386,GCA-002748355,JAJRTL01,
Aegir_M39_B156,0,0,0,0,0,0,0.097627535,0,0,Bacteria,Patescibacteria,Paceibacteria,Paceibacterales,JAGGXC01,JAGGXC01,
Aegir_M39_B157,0,0,0,0,0,0.01405908,0.07752431,0,0,Archaea,Thermoproteota,Nitrososphaeria_A,Caldarchaeales,Wolframiiraptoraceae,Wolframiiraptor,
Aegir_M39_B158,0.11934003,0.014962033,0,0.044679914,0.007372067,0.04560187,0.026529431,0.003907124,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B159,0.001190648,0.006112653,0,0.002036742,0,0,0.056734327,0,0,Bacteria,Planctomycetota,SZUA-567,JAFGGJ01,JAFGGJ01,,
Aegir_M39_B16,0.022806618,0.001610581,0,0.003487357,0.007360493,0.001946389,0.0565144,0.002778952,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NVQY01,
Aegir_M39_B160,0.007177958,0.011624776,0,0,0.021205667,0.014260206,0.06148815,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M39_B161,0,0.001086469,0,0.002379897,0,0.022624334,0.16787726,0,0,Archaea,Halobacteriota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus_A,
Aegir_M39_B163,0,0.0679186,0.012487299,0.005767356,0,0,0.098543935,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,,
Aegir_M39_B164,0.08526307,0.000511682,0,0,0,0.003373893,0.071163654,0.008896089,0,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,NORP324,
Aegir_M39_B165,0.023849977,0.004350667,0,0.026153315,0.028844561,0.010292551,0.04809917,0.001971122,0,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,QNZT01,JANTGR01,
Aegir_M39_B166,0.35095868,0.010937749,0,0.044430003,0.029125683,0.0146553,0.14261341,0.01611622,0,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,UBA3077,
Aegir_M39_B167,0.021651551,0.013707891,0,0,0,0,0.024192775,0,0,Bacteria,Chloroflexota,Anaerolineae,Caldilineales,Caldilineaceae,JAJRVT01,
Aegir_M39_B168,0.002119427,0.001012849,0,0,0,0,0.11136281,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,SZUA-36,SZUA-51,
Aegir_M39_B169,0.025944015,0.016029464,0,0.018379467,0.001965821,0,0.047473878,0.009221455,0.001589449,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,UBA1924,UBA1924,
Aegir_M39_B17,0,0.16342157,0.013341699,0.004740043,0,0,0.086434685,0,0.072689734,Bacteria,Aquificota,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,
Aegir_M39_B170,0.011948925,0.000767237,0,0.002773437,0,0.001748216,0.36661628,0,0,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,UBA2268,,
Aegir_M39_B171,0.016328372,0.029048158,0.78189296,0.003822076,0,0.01813046,0.44791588,0.001178106,0.000865914,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,
Aegir_M39_B172,0.007434873,0.007737907,0,0,0,0.00957365,0.56891304,0,0,Bacteria,Acidobacteriota,Thermoanaerobaculia,Thermoanaerobaculales,Sulfomarinibacteraceae,JAADFK01,
Aegir_M39_B173,0,0.001344787,0,0,0,0.02038208,0.058826204,0.00184913,0,Bacteria,Bipolaricaulota,Bipolaricaulia,UBA7950,UBA9294,S016-54,
Aegir_M39_B174,0.007352769,0.007217473,0,0,0,0,0.07260498,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,,
Aegir_M39_B175,0.00302756,0.01522344,0,0.003656822,0,0.000929806,0.03748043,0,0,Bacteria,Pseudomonadota,Gammaproteobacteria,Arenicellales,LS-SOB,JAAELZ01,
Aegir_M39_B176,0,0.00176004,0,0.015624124,0,0.002526719,0.106276,0.003696798,0.001369246,Bacteria,Spirochaetota,Spirochaetia,SZUA-6,SZUA-6,,
Aegir_M39_B177,0.052229363,0.029073551,0,0.42953482,0.004073189,0.004248424,0.2976805,0,0,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Salibacteraceae,CAJXZP01,
Aegir_M39_B178,0.084569626,0,0,0.004922964,0,0,0.04337478,0,0,Bacteria,Planctomycetota,UBA1135,UBA1135,GCA-002686595,RBC036,
Aegir_M39_B179,0,0.03187715,0.07663943,0.024702368,0,0,0.109527424,0,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,S143-33,S143-33,
Aegir_M39_B18,0,0.00087923,0,0,0.002634543,0.002263843,0.13542348,0.000839346,0,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,JAADGE01,JAADGE01,
